timepoint,well,indsyn,pptase,590,800,Indconc,Indconcnorm,IndconcNormRange,Bacnorm,ExpID,typeID
390,B8,synT3,sfp,0.004960001,0.00464,-0.001866113,-0.273378526,0.001336707,0.01046011,1,T3
395,B8,synT3,sfp,0.00437,0.005400001,-0.003574185,-0.44991207,0.000246073,0.012173406,1,T3
400,B8,synT3,sfp,0.004490004,0.005050001,-0.00293928,-0.39563441,0.000651471,0.011384389,1,T3
405,B8,synT3,sfp,0.0046,0.005020003,-0.002785152,-0.377128583,0.000749884,0.011316763,1,T3
410,B8,synT3,sfp,0.004220004,0.005560003,-0.003959566,-0.484080011,0,0.012534103,1,T3
415,B8,synT3,sfp,0.00451,0.005060003,-0.002933999,-0.394142835,0.000654843,0.011406937,1,T3
420,B8,synT3,sfp,0.004080001,0.005069999,-0.003378703,-0.452987954,0.000370892,0.01142947,1,T3
425,B8,synT3,sfp,0.004459998,0.004650003,-0.00238083,-0.348032461,0.001008051,0.010482659,1,T3
430,B8,synT3,sfp,0.004819998,0.005459999,-0.003212452,-0.39993423,0.000477046,0.01230866,1,T3
435,B8,synT3,sfp,0.00477,0.005350002,-0.003100629,-0.393949358,0.000548447,0.012060691,1,T3
440,B8,synT3,sfp,0.003990002,0.004929997,-0.003262739,-0.449862847,0.000444937,0.01111386,1,T3
445,B8,synT3,sfp,0.004440001,0.005379997,-0.003474755,-0.439022336,0.000309561,0.012128311,1,T3
450,B8,synT3,sfp,0.004959999,0.004849997,-0.00217505,-0.304840257,0.001139445,0.010933513,1,T3
455,B8,synT3,sfp,0.004479999,0.005019998,-0.002905146,-0.393376947,0.000673266,0.011316752,1,T3
460,B8,synT3,sfp,0.004569995,0.005289999,-0.003212362,-0.412774933,0.000477104,0.011925425,1,T3
465,B8,synT3,sfp,0.004710001,0.00519,-0.002925242,-0.383123622,0.000660435,0.011699993,1,T3
470,B8,synT3,sfp,0.005040001,0.004629999,-0.001771398,-0.260063788,0.001397184,0.010437563,1,T3
475,B8,synT3,sfp,0.00448,0.005530002,-0.003655435,-0.449322628,0.000194193,0.012466471,1,T3
480,B8,synT3,sfp,0.004760002,0.005330002,-0.003081204,-0.392950248,0.00056085,0.012015605,1,T3
485,B8,synT3,sfp,0.004610001,0.005079996,-0.00286341,-0.383146361,0.000699915,0.011452007,1,T3
490,B8,synT3,sfp,0.004670002,0.00565,-0.003641967,-0.438159368,0.000202793,0.012736987,1,T3
495,B8,synT3,sfp,0.004389998,0.004940004,-0.002877465,-0.395938022,0.000690941,0.011136419,1,T3
500,B8,synT3,sfp,0.004439997,0.004649999,-0.002400826,-0.350955721,0.000995283,0.010482651,1,T3
505,B8,synT3,sfp,0.004620001,0.005109997,-0.002897545,-0.38543762,0.000678119,0.01151964,1,T3
510,B8,synT3,sfp,0.004890003,0.005390003,-0.003039472,-0.383313168,0.000587496,0.012150866,1,T3
515,B8,synT3,sfp,0.004680003,0.005050004,-0.002749285,-0.370060385,0.000772786,0.011384396,1,T3
520,B8,synT3,sfp,0.004560002,0.005020001,-0.002825148,-0.382544455,0.000724346,0.01131676,1,T3
525,B8,synT3,sfp,0.004529999,0.005089998,-0.002958126,-0.395042312,0.000639437,0.011474556,1,T3
530,B8,synT3,sfp,0.005069998,0.00477,-0.001947363,-0.27750648,0.001284827,0.010753172,1,T3
535,B8,synT3,sfp,0.004629999,0.005420002,-0.003343609,-0.419334484,0.0003933,0.012218494,1,T3
540,B8,synT3,sfp,0.004209998,0.005239998,-0.003498798,-0.453870896,0.000294208,0.011812705,1,T3
545,B8,synT3,sfp,0.004090001,0.005189999,-0.003545241,-0.464325956,0.000264554,0.011699992,1,T3
550,B8,synT3,sfp,0.004409997,0.004939999,-0.002857457,-0.393185442,0.000703716,0.011136407,1,T3
555,B8,synT3,sfp,0.00474,0.005149998,-0.002836393,-0.374372461,0.000717166,0.011609815,1,T3
560,B8,synT3,sfp,0.004689998,0.00541,-0.003268896,-0.410722404,0.000441005,0.012195947,1,T3
565,B8,synT3,sfp,0.004839998,0.005069999,-0.002618707,-0.351094048,0.000856163,0.011429472,1,T3
570,B8,synT3,sfp,0.004900002,0.004780002,-0.002132074,-0.303192726,0.001166886,0.010775721,1,T3
575,B8,synT3,sfp,0.004899998,0.005100001,-0.002602843,-0.346914283,0.000866292,0.011497105,1,T3
580,B8,synT3,sfp,0.00469,0.005309999,-0.003121778,-0.399624512,0.000534943,0.011970511,1,T3
585,B8,synT3,sfp,0.004840001,0.005470002,-0.003207166,-0.398545996,0.000480421,0.012331212,1,T3
590,B8,synT3,sfp,0.004930001,0.005069997,-0.0025287,-0.3390269,0.000913633,0.011429467,1,T3
595,B8,synT3,sfp,0.005000003,0.005339997,-0.002855907,-0.363536094,0.000704706,0.012038137,1,T3
600,B8,synT3,sfp,0.004789996,0.00559,-0.003433704,-0.417537634,0.000335772,0.012601727,1,T3
605,B8,synT3,sfp,0.00482,0.005680001,-0.003536105,-0.423176263,0.000270387,0.012804619,1,T3
610,B8,synT3,sfp,0.004900003,0.00576,-0.003573792,-0.421746325,0.000246324,0.012984964,1,T3
615,B8,synT3,sfp,0.00495,0.005680002,-0.003406107,-0.407618933,0.000353393,0.012804622,1,T3
620,B8,synT3,sfp,0.004989997,0.00553,-0.003145434,-0.386633978,0.000519838,0.012466466,1,T3
625,B8,synT3,sfp,0.005230002,0.005379999,-0.002684757,-0.33920895,0.000813988,0.012128315,1,T3
630,B8,synT3,sfp,0.00504,0.005679999,-0.003316103,-0.396848056,0.000410863,0.012804615,1,T3
635,B8,synT3,sfp,0.004659996,0.005560002,-0.003519573,-0.430288288,0.000280944,0.012534101,1,T3
640,B8,synT3,sfp,0.005069999,0.005210004,-0.002594672,-0.338523585,0.000871509,0.011745089,1,T3
645,B8,synT3,sfp,0.005590002,0.005310002,-0.002221781,-0.284414035,0.001109607,0.011970518,1,T3
650,B8,synT3,sfp,0.005529997,0.005779997,-0.002973217,-0.349658066,0.000629801,0.013030044,1,T3
655,B8,synT3,sfp,0.005990002,0.005119997,-0.001542255,-0.204753381,0.001543496,0.011542182,1,T3
660,B8,synT3,sfp,0.005289997,0.005200002,-0.002359959,-0.308493167,0.001021377,0.01172254,1,T3
665,B8,synT3,sfp,0.005560001,0.005920002,-0.00314918,-0.361593159,0.000517446,0.013345661,1,T3
670,B8,synT3,sfp,0.005840003,0.005730002,-0.002589661,-0.307208073,0.000874709,0.012917339,1,T3
675,B8,synT3,sfp,0.005479995,0.005790003,-0.003037938,-0.356652044,0.000588476,0.0130526,1,T3
680,B8,synT3,sfp,0.006069998,0.005599999,-0.002168414,-0.263207737,0.001143683,0.012624269,1,T3
685,B8,synT3,sfp,0.006039996,0.005689997,-0.002330815,-0.278445498,0.001039987,0.012827154,1,T3
690,B8,synT3,sfp,0.005879997,0.005859998,-0.002740909,-0.317937466,0.000778134,0.013210392,1,T3
695,B8,synT3,sfp,0.005890004,0.005970003,-0.002892737,-0.329366124,0.000681189,0.013458382,1,T3
700,B8,synT3,sfp,0.006180004,0.005930001,-0.002543888,-0.291600111,0.000903936,0.013368203,1,T3
705,B8,synT3,sfp,0.006279997,0.005909999,-0.00241447,-0.277701867,0.000986572,0.013323113,1,T3
710,B8,synT3,sfp,0.006340001,0.005709996,-0.002060232,-0.245258872,0.001212759,0.012872238,1,T3
715,B8,synT3,sfp,0.006820002,0.006089998,-0.002139268,-0.238777044,0.001162293,0.013728889,1,T3
720,B8,synT3,sfp,0.006729998,0.006179999,-0.002361677,-0.259762578,0.001020281,0.013931781,1,T3
725,B8,synT3,sfp,0.006300002,0.005819999,-0.002262062,-0.26419585,0.001083887,0.013120222,1,T3
730,B8,synT3,sfp,0.007009997,0.006349998,-0.002331771,-0.249607007,0.001039376,0.014315016,1,T3
735,B8,synT3,sfp,0.006749999,0.00617,-0.002326966,-0.256359503,0.001042444,0.013909241,1,T3
740,B8,synT3,sfp,0.007259998,0.006509996,-0.00231715,-0.241945716,0.001048712,0.014675706,1,T3
745,B8,synT3,sfp,0.007390003,0.006389999,-0.002010613,-0.213880978,0.001244441,0.014405193,1,T3
750,B8,synT3,sfp,0.007249998,0.006839997,-0.00281263,-0.279512514,0.000732339,0.015419638,1,T3
755,B8,synT3,sfp,0.007229999,0.00649,-0.002317732,-0.242752135,0.00104834,0.014630628,1,T3
760,B8,synT3,sfp,0.007789998,0.006999997,-0.002508012,-0.243543376,0.000926843,0.015780331,1,T3
765,B8,synT3,sfp,0.00772,0.006879998,-0.002401475,-0.237265351,0.000994869,0.015509813,1,T3
770,B8,synT3,sfp,0.008129998,0.006469997,-0.001388306,-0.1458564,0.001641796,0.014585534,1,T3
775,B8,synT3,sfp,0.008650001,0.007120001,-0.001824553,-0.174189108,0.001363244,0.016050861,1,T3
780,B8,synT3,sfp,0.00854,0.006990001,-0.001743305,-0.169527659,0.001415122,0.015757796,1,T3
785,B8,synT3,sfp,0.008900002,0.00719,-0.00167753,-0.158593737,0.00145712,0.01620866,1,T3
790,B8,synT3,sfp,0.008850002,0.00725,-0.001815799,-0.170244947,0.001368834,0.016343921,1,T3
795,B8,synT3,sfp,0.0088,0.007110003,-0.001659846,-0.158687432,0.001468412,0.016028322,1,T3
800,B8,synT3,sfp,0.009539999,0.007439998,-0.001405318,-0.128394427,0.001630933,0.016772241,1,T3
805,B8,synT3,sfp,0.009480002,0.007739996,-0.001906655,-0.167446434,0.00131082,0.017448536,1,T3
810,B8,synT3,sfp,0.010270002,0.007580001,-0.000881279,-0.079029384,0.001965541,0.017087854,1,T3
815,B8,synT3,sfp,0.01078,0.008099996,-0.001136269,-0.095354448,0.001802725,0.018260097,1,T3
820,B8,synT3,sfp,0.010839996,0.00785,-0.000708492,-0.061349332,0.002075869,0.017696521,1,T3
825,B8,synT3,sfp,0.011769999,0.008170001,-0.000249258,-0.020738198,0.002369098,0.018417911,1,T3
830,B8,synT3,sfp,0.011869998,0.008480001,-0.000605313,-0.0485209,0.00214175,0.019116755,1,T3
835,B8,synT3,sfp,0.012099997,0.008489998,-0.000390021,-0.031226612,0.002279218,0.01913929,1,T3
840,B8,synT3,sfp,0.012609997,0.008859997,-0.000424343,-0.032555804,0.002257303,0.019973393,1,T3
845,B8,synT3,sfp,0.013169999,0.008549998,0.000591712,0.047042309,0.002906072,0.019274551,1,T3
850,B8,synT3,sfp,0.013249999,0.009280001,-0.000402229,-0.029462486,0.002271423,0.020920222,1,T3
855,B8,synT3,sfp,0.014119999,0.009209999,0.000570754,0.042124436,0.00289269,0.020762415,1,T3
860,B8,synT3,sfp,0.014459997,0.009440001,0.000572386,0.041215588,0.002893732,0.021280915,1,T3
865,B8,synT3,sfp,0.014740003,0.009910001,0.000160955,0.011040126,0.002631026,0.022340452,1,T3
870,B8,synT3,sfp,0.015690003,0.009980001,0.001007974,0.068653598,0.003171863,0.022498256,1,T3
875,B8,synT3,sfp,0.016049998,0.01006,0.001250278,0.084479845,0.003326578,0.022678601,1,T3
880,B8,synT3,sfp,0.01694,0.010289999,0.001801919,0.1190322,0.003678811,0.023197094,1,T3
885,B8,synT3,sfp,0.017809999,0.010499999,0.002362978,0.152973036,0.004037057,0.023670504,1,T3
890,B8,synT3,sfp,0.018530002,0.010920001,0.002465097,0.153446077,0.004102261,0.024617329,1,T3
895,B8,synT3,sfp,0.018789999,0.011000002,0.002607401,0.161123733,0.004193125,0.024797679,1,T3
900,B8,synT3,sfp,0.020249999,0.011190004,0.00378788,0.230096747,0.004946882,0.025226006,1,T3
905,B8,synT3,sfp,0.021050002,0.011580001,0.004014142,0.235628943,0.005091354,0.026105189,1,T3
910,B8,synT3,sfp,0.02189,0.01187,0.004427508,0.253543919,0.005355296,0.026758944,1,T3
915,B8,synT3,sfp,0.023099999,0.012290001,0.005019625,0.277628413,0.005733373,0.027705767,1,T3
920,B8,synT3,sfp,0.023909998,0.012090003,0.006123851,0.344304504,0.006438441,0.027254904,1,T3
925,B8,synT3,sfp,0.024909999,0.012840004,0.006020491,0.318721417,0.006372444,0.028945658,1,T3
930,B8,synT3,sfp,0.02607,0.01256,0.007592418,0.410898921,0.007376147,0.028314435,1,T3
935,B8,synT3,sfp,0.027649998,0.012930001,0.008628092,0.453587143,0.008037443,0.02914854,1,T3
940,B8,synT3,sfp,0.028739998,0.013859997,0.008349932,0.409509831,0.007859833,0.031245062,1,T3
945,B8,synT3,sfp,0.02952,0.013729998,0.009321181,0.461471578,0.008479993,0.030952002,1,T3
950,B8,synT3,sfp,0.031140001,0.01446,0.009867245,0.463844198,0.008828664,0.032597668,1,T3
955,B8,synT3,sfp,0.032419993,0.014520004,0.011058962,0.517716673,0.009589597,0.032732938,1,T3
960,B8,synT3,sfp,0.034150002,0.015010002,0.012068112,0.546516265,0.010233957,0.033837558,1,T3
965,B8,synT3,sfp,0.035559996,0.014889998,0.013654649,0.623347786,0.011246989,0.033567028,1,T3
970,B8,synT3,sfp,0.036910003,0.015340003,0.014342635,0.635547519,0.01168628,0.034581489,1,T3
975,B8,synT3,sfp,0.038899995,0.016309996,0.014905626,0.621213493,0.01204576,0.036768178,1,T3
980,B8,synT3,sfp,0.039789995,0.015989997,0.01626639,0.691492225,0.012914632,0.036046794,1,T3
985,B8,synT3,sfp,0.042429995,0.016769998,0.017758897,0.719825937,0.013867624,0.037805176,1,T3
990,B8,synT3,sfp,0.043939993,0.01748,0.018224378,0.708689152,0.014164842,0.039405758,1,T3
995,B8,synT3,sfp,0.045449997,0.018050002,0.018895828,0.711595489,0.014593574,0.040690732,1,T3
1000,B8,synT3,sfp,0.048009998,0.01811,0.021367561,0.802012272,0.01617182,0.040825989,1,T3
1005,B8,synT3,sfp,0.049859999,0.01882,0.02217305,0.800848455,0.016686139,0.042426565,1,T3
1010,B8,synT3,sfp,0.051770006,0.019350002,0.023303347,0.81861897,0.017407854,0.043621367,1,T3
1015,B8,synT3,sfp,0.054370004,0.019290002,0.025991613,0.915894521,0.019124359,0.043486108,1,T3
1020,B8,synT3,sfp,0.05674,0.02045,0.026655084,0.885994944,0.019547997,0.046101131,1,T3
1025,B8,synT3,sfp,0.058719994,0.021349998,0.027311051,0.869531046,0.019966844,0.048130026,1,T3
1030,B8,synT3,sfp,0.061090006,0.021860003,0.028930772,0.899610092,0.021001064,0.049279747,1,T3
1035,B8,synT3,sfp,0.063519999,0.022349999,0.03063991,0.93186818,0.022092379,0.050384362,1,T3
1040,B8,synT3,sfp,0.065920004,0.023579999,0.031230406,0.900281567,0.022469421,0.053157193,1,T3
1045,B8,synT3,sfp,0.068280001,0.023230004,0.034105296,0.997968976,0.024305089,0.052368188,1,T3
1050,B8,synT3,sfp,0.071719998,0.024079997,0.03629483,1.024549282,0.025703146,0.054284356,1,T3
1055,B8,synT3,sfp,0.074120001,0.024599998,0.037929836,1.048070252,0.026747126,0.055456612,1,T3
1060,B8,synT3,sfp,0.075949997,0.026159997,0.037464849,0.973488476,0.026450224,0.058973369,1,T3
1065,B8,synT3,sfp,0.079630003,0.026130003,0.04118898,1.071484994,0.028828147,0.058905753,1,T3
1070,B8,synT3,sfp,0.082889997,0.026809999,0.0434486,1.101598911,0.030270955,0.060438692,1,T3
1075,B8,synT3,sfp,0.085210004,0.027909997,0.04415035,1.075273333,0.030719035,0.062918455,1,T3
1080,B8,synT3,sfp,0.088289994,0.028950004,0.045700339,1.073038501,0.03170873,0.065262978,1,T3
1085,B8,synT3,sfp,0.091800004,0.029659996,0.048165848,1.103856532,0.033283001,0.066863537,1,T3
1090,B8,synT3,sfp,0.094979993,0.030769999,0.049712863,1.098211056,0.034270798,0.069365853,1,T3
1095,B8,synT3,sfp,0.097959998,0.031760002,0.051236429,1.096586384,0.035243622,0.071597652,1,T3
1100,B8,synT3,sfp,0.100839997,0.032379999,0.053204323,1.1169008,0.036500157,0.072995332,1,T3
1105,B8,synT3,sfp,0.10351,0.033130003,0.05477096,1.123759525,0.037500483,0.074686093,1,T3
1110,B8,synT3,sfp,0.107159992,0.034469996,0.05644963,1.113177407,0.038572343,0.077706882,1,T3
1115,B8,synT3,sfp,0.110030004,0.035169996,0.05828984,1.12658784,0.03974735,0.079284916,1,T3
1120,B8,synT3,sfp,0.113499995,0.036020001,0.06050935,1.141887398,0.041164546,0.081201112,1,T3
1125,B8,synT3,sfp,0.116519996,0.037149997,0.061866963,1.131995041,0.042031406,0.083748501,1,T3
1130,B8,synT3,sfp,0.120469996,0.037959997,0.064625335,1.157233928,0.043792676,0.08557451,1,T3
1135,B8,synT3,sfp,0.123370007,0.038430002,0.0668339,1.182145426,0.045202884,0.08663406,1,T3
1140,B8,synT3,sfp,0.126860006,0.039679998,0.068484974,1.173189501,0.046257124,0.089451968,1,T3
1145,B8,synT3,sfp,0.129720001,0.040419996,0.070256325,1.181499874,0.047388163,0.09112017,1,T3
1150,B8,synT3,sfp,0.133529994,0.04157,0.072374495,1.183450316,0.048740652,0.093712664,1,T3
1155,B8,synT3,sfp,0.136790001,0.042360003,0.074472295,1.195042279,0.050080134,0.095493593,1,T3
1160,B8,synT3,sfp,0.140669993,0.043650001,0.076454511,1.190593117,0.051345815,0.098401681,1,T3
1165,B8,synT3,sfp,0.143659995,0.044670003,0.077943943,1.186071593,0.052296843,0.100701105,1,T3
1170,B8,synT3,sfp,0.147330001,0.045439998,0.080481174,1.203927991,0.05391691,0.102436932,1,T3
1175,B8,synT3,sfp,0.151029997,0.046000002,0.083357323,1.23177228,0.055753383,0.103699367,1,T3
1180,B8,synT3,sfp,0.154519996,0.047489996,0.084655325,1.211704353,0.05658218,0.107058311,1,T3
1185,B8,synT3,sfp,0.157640007,0.048380002,0.086466008,1.214853881,0.057738333,0.109064682,1,T3
1190,B8,synT3,sfp,0.162079994,0.049240004,0.089640808,1.237462938,0.059765499,0.111003413,1,T3
1195,B8,synT3,sfp,0.164299998,0.050379999,0.090183714,1.216786753,0.060112154,0.113573344,1,T3
1200,B8,synT3,sfp,0.168930005,0.051160002,0.093666223,1.244505924,0.062335798,0.11533173,1,T3
1205,B8,synT3,sfp,0.172419992,0.052129998,0.095729205,1.248249086,0.063653049,0.117518426,1,T3
1210,B8,synT3,sfp,0.176619997,0.053619996,0.097737207,1.239018134,0.064935193,0.120877378,1,T3
1215,B8,synT3,sfp,0.180300005,0.054320008,0.100387395,1.256214695,0.066627385,0.12245544,1,T3
1220,B8,synT3,sfp,0.183659989,0.055360007,0.102217391,1.255085098,0.06779587,0.124799944,1,T3
1225,B8,synT3,sfp,0.187719995,0.056569999,0.104497323,1.255635276,0.069251647,0.12752767,1,T3
1230,B8,synT3,sfp,0.192339992,0.057880006,0.10719011,1.258840368,0.070971039,0.130480864,1,T3
1235,B8,synT3,sfp,0.196240004,0.058949995,0.109516012,1.262811018,0.072456169,0.132892977,1,T3
1240,B8,synT3,sfp,0.200109999,0.060019997,0.111811879,1.266299669,0.073922121,0.135305118,1,T3
1245,B8,synT3,sfp,0.203959998,0.060970002,0.114264282,1.273910145,0.075488024,0.137446748,1,T3
1250,B8,synT3,sfp,0.20858999,0.061790005,0.117687932,1.294667401,0.077674085,0.139295308,1,T3
1255,B8,synT3,sfp,0.212369994,0.063459995,0.119011139,1.274770759,0.078518976,0.143060022,1,T3
