timepoint,well,indsyn,pptase,590,800,Indconc,Indconcnorm,IndconcNormRange,Bacnorm,ExpID,typeID
155,E3,indC native,sfp,0.000109998,0.001050001,-0.001434706,-0.928790186,0.000301325,0.002367054,4,wt
160,E3,indC native,sfp,0.000490001,0.00059,-0.000377974,-0.435466662,0.000976068,0.001330056,4,wt
165,E3,indC native,sfp,0.000499997,0.000650001,-0.000456249,-0.477124863,0.000926088,0.00146532,4,wt
170,E3,indC native,sfp,0.00041,0.000550002,-0.000399133,-0.493285079,0.000962557,0.001239888,4,wt
175,E3,indC native,sfp,0.000829999,0.001280002,-0.001053069,-0.559230343,0.000545008,0.002885551,4,wt
180,E3,indC native,sfp,0.000410002,0.000800001,-0.000766916,-0.651630858,0.000727721,0.001803469,4,wt
185,E3,indC native,sfp,0.000550002,0.000990002,-0.000906435,-0.622364662,0.000638636,0.002231795,4,wt
190,E3,indC native,sfp,0.000630001,0.000759999,-0.000488067,-0.436527348,0.000905771,0.001713291,4,wt
195,E3,indC native,sfp,4.00E-05,0.000829998,-0.001181048,-0.967241906,0.000463291,0.001871092,4,wt
200,E3,indC native,sfp,0.000539999,0.000700001,-0.000489804,-0.475628828,0.000904662,0.001578035,4,wt
205,E3,indC native,sfp,0.000440002,0.000950001,-0.000957587,-0.685170661,0.000605974,0.00214162,4,wt
210,E3,indC native,sfp,0.000290003,0.001149998,-0.001401811,-0.828584755,0.00032233,0.002592479,4,wt
215,E3,indC native,sfp,0.000469999,0.000519998,-0.000294994,-0.385616567,0.001029052,0.00117225,4,wt
220,E3,indC native,sfp,0.000820003,0.000630003,-0.000106822,-0.115255448,0.001149203,0.001420236,4,wt
225,E3,indC native,sfp,0.000310002,0.000819999,-0.000896335,-0.74302194,0.000645085,0.001848552,4,wt
230,E3,indC native,sfp,0.000749999,0.000980002,-0.000691726,-0.479790688,0.000775731,0.002209251,4,wt
235,E3,indC native,sfp,6.00E-05,0.000799998,-0.001116916,-0.949022142,0.00050424,0.001803462,4,wt
240,E3,indC native,sfp,0.000200001,0.000270002,-0.000197211,-0.496488353,0.001091488,0.000608675,4,wt
245,E3,indC native,sfp,0.00025,0.000670003,-0.000735672,-0.746366141,0.000747671,0.001510411,4,wt
250,E3,indC native,sfp,0.000369999,0.000749999,-0.000733358,-0.664660774,0.000749149,0.001690747,4,wt
255,E3,indC native,sfp,0.00039,0.000860001,-0.000875187,-0.691745084,0.000658589,0.00193873,4,wt
260,E3,indC native,sfp,0.000900002,0.000759997,-0.000218064,-0.195037077,0.001078173,0.001713288,4,wt
265,E3,indC native,sfp,0.000179998,0.00115,-0.001511819,-0.893606816,0.000252087,0.002592484,4,wt
270,E3,indC native,sfp,0.000680003,0.000349998,0.000165105,0.320656264,0.001322833,0.000789012,4,wt
275,E3,indC native,sfp,0.000360002,0.001109999,-0.001272967,-0.779541696,0.000404598,0.002502308,4,wt
280,E3,indC native,sfp,0.00086,0.000270003,0.000462786,1.165081,0.001512908,0.000608677,4,wt
285,E3,indC native,sfp,0.000649999,0.001000002,-0.000821149,-0.558168789,0.000693093,0.002254339,4,wt
290,E3,indC native,sfp,0.000930001,0.00058,7.67E-05,0.089932776,0.001266408,0.001307514,4,wt
295,E3,indC native,sfp,0.0006,0.000810003,-0.000591631,-0.496488171,0.000839644,0.001826016,4,wt
300,E3,indC native,sfp,0.000670002,0.00049,-5.09E-05,-0.070552975,0.001184936,0.001104624,4,wt
305,E3,indC native,sfp,0.00065,0.000869998,-0.000629894,-0.492145443,0.000815212,0.001961267,4,wt
310,E3,indC native,sfp,0.0014,0.000140002,0.001194036,5.797312144,0.001979824,0.000315612,4,wt
315,E3,indC native,sfp,0.000629998,0.000719997,-0.000429222,-0.405224819,0.000943345,0.001623114,4,wt
320,E3,indC native,sfp,0.000240001,0.000829998,-0.000981047,-0.803446678,0.000590995,0.001871094,4,wt
325,E3,indC native,sfp,0.001420004,0.000800002,0.000243084,0.206542937,0.001372624,0.001803473,4,wt
330,E3,indC native,sfp,0.001030001,0.000190004,0.000750478,2.684847944,0.001696604,0.000428332,4,wt
335,E3,indC native,sfp,0.000249997,0.00077,-0.000882785,-0.779306671,0.000653737,0.001735838,4,wt
340,E3,indC native,sfp,0.000929998,0.000870002,-0.000349901,-0.273381961,0.000993993,0.001961275,4,wt
345,E3,indC native,sfp,0.000879999,0.000639997,-6.15E-05,-0.065351684,0.001178122,0.001442768,4,wt
350,E3,indC native,sfp,0,0.000309998,-0.000456052,-1,0.000926214,0.000698839,4,wt
355,E3,indC native,sfp,0.000430001,0.000569997,-0.000408547,-0.48720745,0.000956546,0.001284964,4,wt
360,E3,indC native,sfp,0.000469999,0.00119,-0.001280664,-0.731530768,0.000399684,0.002682658,4,wt
365,E3,indC native,sfp,0.000880001,0.000899998,-0.000444026,-0.335360262,0.000933892,0.002028896,4,wt
370,E3,indC native,sfp,7.00E-05,0.000459997,-0.000606724,-0.896563972,0.000830006,0.001036986,4,wt
375,E3,indC native,sfp,0.000669996,0.000650004,-0.000286254,-0.299350508,0.001034632,0.001465327,4,wt
380,E3,indC native,sfp,0.000339999,0.000680003,-0.000660383,-0.66013096,0.000795744,0.001532953,4,wt
385,E3,indC native,sfp,0.000650003,0.000750002,-0.000453359,-0.41088892,0.000927933,0.001690755,4,wt
390,E3,indC native,sfp,0.000660002,0.000340002,0.00015981,0.319496801,0.001319452,0.000766478,4,wt
395,E3,indC native,sfp,0.000570003,0.000699996,-0.000459793,-0.446489438,0.000923825,0.001578025,4,wt
400,E3,indC native,sfp,0.000890002,0.000750003,-0.000213361,-0.193373042,0.001081176,0.001690757,4,wt
405,E3,indC native,sfp,0.0006,0.000920001,-0.000753455,-0.556690169,0.000736316,0.002073989,4,wt
410,E3,indC native,sfp,0.000419999,0.00056,-0.000403842,-0.490194217,0.00095955,0.001262427,4,wt
415,E3,indC native,sfp,0,0,0,0,0.001217411,0,4,wt
420,E3,indC native,sfp,0.000580001,0.000669999,-0.000405664,-0.411564018,0.000958387,0.001510401,4,wt
425,E3,indC native,sfp,6.00E-05,0.000449999,-0.000602015,-0.909370392,0.000833013,0.001014447,4,wt
430,E3,indC native,sfp,0.000819998,0.000460003,0.000143266,0.211702887,0.001308889,0.001037001,4,wt
435,E3,indC native,sfp,0.000669997,0.000649997,-0.000286242,-0.299341726,0.00103464,0.00146531,4,wt
440,E3,indC native,sfp,0.000390001,0.001029998,-0.001125276,-0.74262083,0.000498902,0.00232196,4,wt
445,E3,indC native,sfp,0.000139996,0.00068,-0.000860382,-0.860057296,0.000668041,0.001532946,4,wt
450,E3,indC native,sfp,0.000559999,0.000549999,-0.000249129,-0.307898132,0.001058337,0.001239881,4,wt
455,E3,indC native,sfp,0.000379997,0.000619998,-0.00053211,-0.583385704,0.000877649,0.001397682,4,wt
460,E3,indC native,sfp,0.000269996,0.000389998,-0.000303748,-0.529413445,0.001023462,0.000879187,4,wt
465,E3,indC native,sfp,0.000609998,0.000490002,-0.000110866,-0.153795898,0.001146621,0.001104629,4,wt
470,E3,indC native,sfp,0.000240002,0.00033,-0.000245477,-0.505638504,0.00106067,0.000743931,4,wt
475,E3,indC native,sfp,0.000580001,0.000829997,-0.000641045,-0.524996655,0.000808092,0.00187109,4,wt
480,E3,indC native,sfp,0.000460004,3.00E-05,0.000415867,9.422131087,0.001482949,6.76E-05,4,wt
485,E3,indC native,sfp,0.000410004,0.000180002,0.000145195,0.548298165,0.00131012,0.000405785,4,wt
490,E3,indC native,sfp,0.000370004,0.000749999,-0.000733354,-0.66465636,0.000749151,0.001690749,4,wt
495,E3,indC native,sfp,0.000489999,0.000440002,-0.000157308,-0.243019733,0.001116967,0.000991912,4,wt
500,E3,indC native,sfp,0.000539998,0.000549997,-0.000269127,-0.332614713,0.001045568,0.001239876,4,wt
505,E3,indC native,sfp,0.000519999,0.00041,-8.32E-05,-0.137887752,0.001164305,0.000924276,4,wt
510,E3,indC native,sfp,0.000589997,0.000490002,-0.000130866,-0.181540759,0.00113385,0.001104627,4,wt
515,E3,indC native,sfp,0.000180002,0.000749999,-0.000923355,-0.836860069,0.000627832,0.001690747,4,wt
520,E3,indC native,sfp,0.000759997,0.000120001,0.000583459,3.305000573,0.00158996,0.000270521,4,wt
525,E3,indC native,sfp,0.000129999,0.000490002,-0.000590865,-0.819662097,0.000840133,0.001104629,4,wt
530,E3,indC native,sfp,0.000569996,0.000570003,-0.000268561,-0.320265268,0.00104593,0.001284977,4,wt
535,E3,indC native,sfp,0.000529997,0.000620002,-0.000382116,-0.41893499,0.000973423,0.001397692,4,wt
540,E3,indC native,sfp,0.000709999,0.00054,-8.44E-05,-0.106266392,0.001163507,0.001217341,4,wt
545,E3,indC native,sfp,9.00E-05,0.00039,-0.000483746,-0.843136255,0.00090853,0.00087919,4,wt
550,E3,indC native,sfp,0.000509998,0.000539999,-0.000284418,-0.358021558,0.001035805,0.001217338,4,wt
555,E3,indC native,sfp,0.000239999,0.00045,-0.000422017,-0.637472566,0.000947946,0.001014451,4,wt
560,E3,indC native,sfp,0.000490002,0.000509999,-0.000260281,-0.346910549,0.001051217,0.001149708,4,wt
565,E3,indC native,sfp,0.000439998,0.000370002,-0.000104329,-0.191665626,0.001150795,0.000834108,4,wt
570,E3,indC native,sfp,0.000299998,0.000179999,3.52E-05,0.132906777,0.001239883,0.000405777,4,wt
575,E3,indC native,sfp,0.000400004,0,0.000400004,0,0.00147282,0,4,wt
580,E3,indC native,sfp,0.00029,0.000809997,-0.000901623,-0.756634202,0.000641708,0.001826004,4,wt
585,E3,indC native,sfp,0,0.00047,-0.000691438,-1,0.000775915,0.001059537,4,wt
590,E3,indC native,sfp,0.000429999,0.000769999,-0.000702781,-0.620403692,0.000768673,0.001735835,4,wt
595,E3,indC native,sfp,0.000699998,0.000740001,-0.000388652,-0.357003491,0.00096925,0.00166821,4,wt
600,E3,indC native,sfp,0.000290002,0,0.000290002,0,0.001402582,0,4,wt
605,E3,indC native,sfp,0.000319998,0.00078,-0.000827495,-0.721132902,0.000689041,0.00175838,4,wt
610,E3,indC native,sfp,1.00E-04,0.000260004,-0.000282507,-0.738573507,0.001037025,0.000586135,4,wt
615,E3,indC native,sfp,0.000650001,0.000579998,-0.00020326,-0.238215223,0.001087626,0.001307509,4,wt
620,E3,indC native,sfp,0.000390001,0.000830002,-0.000831052,-0.680602547,0.000686769,0.001871102,4,wt
625,E3,indC native,sfp,0.00073,0.00058,-0.000123264,-0.144461621,0.001138705,0.001307514,4,wt
630,E3,indC native,sfp,0.000340002,0.000279997,-7.19E-05,-0.174585444,0.001171492,0.000631207,4,wt
635,E3,indC native,sfp,0.000160002,0.000660001,-0.000810955,-0.835212095,0.000699602,0.001487862,4,wt
640,E3,indC native,sfp,0.000770001,0.000710002,-0.000274515,-0.262815758,0.001042128,0.001600582,4,wt
645,E3,indC native,sfp,0.000290002,0.000709999,-0.000754509,-0.722356282,0.000735643,0.001600574,4,wt
650,E3,indC native,sfp,0,0.000780002,-0.001147496,-1,0.000484714,0.001758385,4,wt
655,E3,indC native,sfp,0.000690002,0.000120001,0.000513463,2.908490831,0.001545266,0.000270523,4,wt
660,E3,indC native,sfp,0.000690001,0.0007,-0.0003398,-0.329966738,0.001000442,0.001578034,4,wt
665,E3,indC native,sfp,0.000159999,0.000620002,-0.000752113,-0.824584123,0.000737173,0.00139769,4,wt
670,E3,indC native,sfp,0.000840001,0.000530004,6.03E-05,0.077321328,0.001255906,0.001194805,4,wt
675,E3,indC native,sfp,0.000580002,0.000390001,6.25E-06,0.010900309,0.001221404,0.000879192,4,wt
680,E3,indC native,sfp,0.00047,0.000500003,-0.000265577,-0.361045559,0.001047835,0.001127173,4,wt
685,E3,indC native,sfp,0.000240003,0.000290003,-0.000186633,-0.437453512,0.001098242,0.000653763,4,wt
690,E3,indC native,sfp,0.000579997,0.000559998,-0.000243841,-0.295981341,0.001061714,0.001262422,4,wt
695,E3,indC native,sfp,0.000590003,0.000369998,4.57E-05,0.083925599,0.00124658,0.000834099,4,wt
700,E3,indC native,sfp,0.000280001,0.000730003,-0.000793939,-0.739276817,0.000710467,0.00164567,4,wt
705,E3,indC native,sfp,0.000279999,0.000410003,-0.000323175,-0.535789961,0.001011058,0.000924284,4,wt
710,E3,indC native,sfp,0.000439998,0.000109998,0.000278175,1.719003863,0.00139503,0.000247972,4,wt
715,E3,indC native,sfp,0.000720003,0.00049,-8.58E-07,-0.001190288,0.001216863,0.001104624,4,wt
720,E3,indC native,sfp,0.000330001,0.000680003,-0.000670381,-0.670125024,0.00078936,0.001532953,4,wt
725,E3,indC native,sfp,0.000399999,0.000320003,-7.08E-05,-0.150333135,0.001172221,0.000721394,4,wt
730,E3,indC native,sfp,0.000310003,0.000549997,-0.000499122,-0.616866323,0.000898713,0.001239876,4,wt
735,E3,indC native,sfp,0.000149999,0.000369999,-0.000394323,-0.724430063,0.000965628,0.000834101,4,wt
740,E3,indC native,sfp,0.000360001,0.000310003,-9.61E-05,-0.210627202,0.001156076,0.00069885,4,wt
745,E3,indC native,sfp,0.000389996,0.000589998,-0.000477977,-0.550681626,0.000912214,0.001330053,4,wt
750,E3,indC native,sfp,0.000249998,0.000540002,-0.000544424,-0.685307955,0.000869787,0.001217346,4,wt
755,E3,indC native,sfp,0.00063,0.000490003,-9.09E-05,-0.126051235,0.001159391,0.00110463,4,wt
760,E3,indC native,sfp,0.00039,0.000600001,-0.000492688,-0.558167819,0.000902821,0.001352602,4,wt
765,E3,indC native,sfp,0.000320001,0.00038,-0.000239034,-0.427583172,0.001064783,0.000856646,4,wt
770,E3,indC native,sfp,0.00073,0.000570001,-0.000108555,-0.129455127,0.001148096,0.001284974,4,wt
775,E3,indC native,sfp,0.000549998,0.000620003,-0.000362116,-0.397007411,0.000986193,0.001397694,4,wt
780,E3,indC native,sfp,0.000439997,9.00E-05,0.00030759,2.323053403,0.001413812,0.000202897,4,wt
785,E3,indC native,sfp,0.000200003,0.000690001,-0.000815089,-0.802970209,0.000696962,0.001555493,4,wt
790,E3,indC native,sfp,0.000749999,0.00065,-0.000206245,-0.215682102,0.00108572,0.001465317,4,wt
795,E3,indC native,sfp,0.000299998,0.000510003,-0.000450291,-0.60015715,0.000929892,0.001149718,4,wt
800,E3,indC native,sfp,0.000440001,0.000240003,8.69E-05,0.246181942,0.001272912,0.000541048,4,wt
805,E3,indC native,sfp,0.000479998,0.000739997,-0.000608644,-0.55908539,0.000828781,0.0016682,4,wt
810,E3,indC native,sfp,0.000369998,0.000580002,-0.000483269,-0.566374644,0.000908835,0.001307517,4,wt
815,E3,indC native,sfp,0.000380003,0.000600003,-0.000502689,-0.569495735,0.000896435,0.001352608,4,wt
820,E3,indC native,sfp,0.000439998,0.000550003,-0.000369135,-0.456210313,0.000981711,0.001239889,4,wt
825,E3,indC native,sfp,0.000470001,0.000569999,-0.00036855,-0.439508275,0.000982085,0.001284969,4,wt
830,E3,indC native,sfp,0.000469999,0,0.000469999,0,0.001517513,0,4,wt
835,E3,indC native,sfp,0.000699998,0.00069,-0.000315092,-0.310408065,0.001016219,0.00155549,4,wt
840,E3,indC native,sfp,0.000610003,0.000459997,-6.67E-05,-0.098591298,0.00117481,0.001036986,4,wt
845,E3,indC native,sfp,0.000869999,0.000450002,0.00020798,0.314160865,0.00135021,0.001014456,4,wt
850,E3,indC native,sfp,0.00095,0.000880001,-0.000344609,-0.266187828,0.000997372,0.001983816,4,wt
855,E3,indC native,sfp,0,0.000709997,-0.001044509,-1,0.000550473,0.001600571,4,wt
860,E3,indC native,sfp,0.00056,0.000839997,-0.000675758,-0.546836868,0.000785927,0.001893634,4,wt
865,E3,indC native,sfp,0.000839999,0.00061,-5.74E-05,-0.063962371,0.00118076,0.001375144,4,wt
870,E3,indC native,sfp,0.000489999,0.000479997,-0.000216146,-0.306092639,0.001079398,0.001082073,4,wt
875,E3,indC native,sfp,0.000450002,0.000659998,-0.000520951,-0.53653589,0.000884774,0.001487855,4,wt
880,E3,indC native,sfp,0.000339995,0.000889996,-0.000969319,-0.740326173,0.000598483,0.002006349,4,wt
885,E3,indC native,sfp,1.00E-05,0.0009,-0.001314028,-0.992444928,0.000378381,0.002028901,4,wt
890,E3,indC native,sfp,0,0.000520004,-0.000765001,-1,0.000728944,0.001172262,4,wt
895,E3,indC native,sfp,0.000390001,0.000800001,-0.000786917,-0.668625326,0.00071495,0.001803469,4,wt
900,E3,indC native,sfp,0.000750004,0.000890001,-0.000559317,-0.427180919,0.000860277,0.002006359,4,wt
905,E3,indC native,sfp,0.000549998,0.000379998,-9.03E-06,-0.016158779,0.001211643,0.000856641,4,wt
910,E3,indC native,sfp,0.000689998,0.00047,-1.44E-06,-0.002083391,0.001216491,0.001059538,4,wt
915,E3,indC native,sfp,0.000800002,0.000990003,-0.000656437,-0.45071376,0.000798264,0.002231798,4,wt
920,E3,indC native,sfp,0.000609998,0.000590002,-0.00025798,-0.29721918,0.001052686,0.001330061,4,wt
925,E3,indC native,sfp,0.000410002,0.00114,-0.001267104,-0.75553013,0.000408343,0.002569941,4,wt
930,E3,indC native,sfp,0.000570001,0.001160001,-0.001136529,-0.665988435,0.000491717,0.00261503,4,wt
935,E3,indC native,sfp,0.000249996,0.000529999,-0.00052971,-0.679371424,0.000879182,0.001194795,4,wt
940,E3,indC native,sfp,0.000840002,0.00086,-0.000425183,-0.33606386,0.000945924,0.001938728,4,wt
945,E3,indC native,sfp,0.000819998,0.000929998,-0.000548163,-0.400656919,0.000867399,0.002096526,4,wt
950,E3,indC native,sfp,0.000740001,0.001060004,-0.000819419,-0.525463941,0.000694197,0.002389602,4,wt
955,E3,indC native,sfp,0.000619999,0.000820003,-0.000586344,-0.486051104,0.000843019,0.00184856,4,wt
960,E3,indC native,sfp,0.000650001,0.00081,-0.000541627,-0.454526669,0.000871572,0.001826011,4,wt
965,E3,indC native,sfp,0.000660001,0.001090003,-0.000943552,-0.588413344,0.000614936,0.00245723,4,wt
970,E3,indC native,sfp,0.001009999,0.000840003,-0.000225767,-0.182693889,0.001073255,0.001893647,4,wt
975,E3,indC native,sfp,0.0009,0.00071,-0.000144513,-0.138354316,0.001125137,0.001600577,4,wt
980,E3,indC native,sfp,0.001289999,0.000890002,-1.93E-05,-0.014758604,0.001205072,0.002006363,4,wt
985,E3,indC native,sfp,0.001129997,0.000670001,0.000144328,0.146426732,0.001309567,0.001510406,4,wt
990,E3,indC native,sfp,0.001139998,0.000780001,-7.50E-06,-0.006532032,0.001212625,0.001758382,4,wt
995,E3,indC native,sfp,0.001350003,0.000649998,0.000393763,0.411781918,0.001468835,0.001465312,4,wt
1000,E3,indC native,sfp,0.001110002,0.001109996,-0.000522963,-0.320253736,0.00088349,0.002502301,4,wt
1005,E3,indC native,sfp,0.000760002,0.000719999,-0.00029922,-0.2824904,0.001026353,0.001623118,4,wt
1010,E3,indC native,sfp,0.000970003,0.001350003,-0.001016047,-0.511591821,0.000568647,0.003043357,4,wt
1015,E3,indC native,sfp,0.000970001,0.000889996,-0.000339312,-0.259152797,0.001000754,0.002006349,4,wt
1020,E3,indC native,sfp,0.001440003,0.000850004,0.000189524,0.151560928,0.001338425,0.001916193,4,wt
1025,E3,indC native,sfp,0.00142,0.00125,-0.000418932,-0.22781244,0.000949916,0.002817918,4,wt
1030,E3,indC native,sfp,0.000990002,0.001660004,-0.001452104,-0.5946114,0.000290217,0.003742202,4,wt
1035,E3,indC native,sfp,0.001719996,0.001149998,2.82E-05,0.016658263,0.001235406,0.002592479,4,wt
1040,E3,indC native,sfp,0.001920001,0.001680001,-0.000551524,-0.223151188,0.000865253,0.003787283,4,wt
1045,E3,indC native,sfp,0.001480003,0.001729998,-0.001065075,-0.418484304,0.000537341,0.003899993,4,wt
1050,E3,indC native,sfp,0.001920001,0.001580004,-0.000404413,-0.173985023,0.000959186,0.003561856,4,wt
1055,E3,indC native,sfp,0.002119996,0.001599996,-0.000233831,-0.099340578,0.001068106,0.003606926,4,wt
1060,E3,indC native,sfp,0.001750001,0.001360001,-0.000250759,-0.125331795,0.001057297,0.003065897,4,wt
1065,E3,indC native,sfp,0.002329998,0.001830001,-0.000362199,-0.13453647,0.00098614,0.004125434,4,wt
1070,E3,indC native,sfp,0.002289996,0.001910003,-0.000519894,-0.18502302,0.000885449,0.004305784,4,wt
1075,E3,indC native,sfp,0.002810002,0.00211,-0.000294114,-0.094749615,0.001029614,0.004756645,4,wt
1080,E3,indC native,sfp,0.002990003,0.002050003,-2.58E-05,-0.008571172,0.001200905,0.004621392,4,wt
1085,E3,indC native,sfp,0.002999998,0.002359996,-0.000471898,-0.135919494,0.000916095,0.005320219,4,wt
1090,E3,indC native,sfp,0.002680003,0.002370002,-0.000806614,-0.231345729,0.000702373,0.005342776,4,wt
1095,E3,indC native,sfp,0.003259997,0.002559999,-0.000506133,-0.134390787,0.000894236,0.005771094,4,wt
1100,E3,indC native,sfp,0.003840002,0.002680003,-0.000102671,-0.02604103,0.001151853,0.006041622,4,wt
1105,E3,indC native,sfp,0.003710002,0.002630001,-0.000159112,-0.041123536,0.001115815,0.005928901,4,wt
1110,E3,indC native,sfp,0.003860002,0.002770003,-0.000215074,-0.052777906,0.001080082,0.006244512,4,wt
1115,E3,indC native,sfp,0.004230001,0.002769998,0.000154931,0.03801934,0.001316337,0.006244502,4,wt
1120,E3,indC native,sfp,0.003699999,0.003020001,-0.00074286,-0.167203195,0.000743081,0.006808091,4,wt
1125,E3,indC native,sfp,0.004819997,0.003550002,-0.00040257,-0.07708285,0.000960362,0.00800289,4,wt
1130,E3,indC native,sfp,0.005169996,0.00336,0.000226949,0.045912826,0.001362322,0.007574561,4,wt
1135,E3,indC native,sfp,0.005070001,0.003630002,-0.000270258,-0.050607711,0.001044846,0.008183237,4,wt
1140,E3,indC native,sfp,0.005560002,0.003780001,-9.29E-07,-0.000166978,0.001216818,0.008521386,4,wt
1145,E3,indC native,sfp,0.006319998,0.00372,0.000847338,0.154831132,0.001758451,0.008386123,4,wt
1150,E3,indC native,sfp,0.006730001,0.004770003,-0.000287366,-0.040950669,0.001033923,0.01075318,4,wt
1155,E3,indC native,sfp,0.00729,0.004759999,0.00028735,0.041034523,0.001400889,0.010730628,4,wt
1160,E3,indC native,sfp,0.007370002,0.005050004,-5.93E-05,-0.007980001,0.001179556,0.011384395,4,wt
1165,E3,indC native,sfp,0.008060002,0.005870002,-0.000575622,-0.066656622,0.000849866,0.013232944,4,wt
1170,E3,indC native,sfp,0.008330002,0.005439999,0.000326975,0.040856411,0.00142619,0.012263575,4,wt
1175,E3,indC native,sfp,0.008829996,0.006199998,-0.000291101,-0.031915105,0.001031538,0.013976867,4,wt
1180,E3,indC native,sfp,0.009620002,0.006490002,7.23E-05,0.007569128,0.001263555,0.014630632,4,wt
1185,E3,indC native,sfp,0.010340002,0.006980001,7.14E-05,0.006954036,0.001263006,0.015735254,4,wt
1190,E3,indC native,sfp,0.011179996,0.00724,0.000528905,0.049657361,0.001555126,0.016321379,4,wt
1195,E3,indC native,sfp,0.011499997,0.007780001,5.45E-05,0.00476066,0.001252202,0.01753872,4,wt
1200,E3,indC native,sfp,0.012229997,0.008259998,7.83E-05,0.006446987,0.001267433,0.018620795,4,wt
1205,E3,indC native,sfp,0.012919997,0.008929997,-0.000217324,-0.016542475,0.001078646,0.020131195,4,wt
1210,E3,indC native,sfp,0.013819998,0.008819997,0.000844503,0.065084424,0.001756641,0.01988322,4,wt
1215,E3,indC native,sfp,0.014899999,0.010119998,1.20E-05,0.000806999,0.001225082,0.022813855,4,wt
1220,E3,indC native,sfp,0.015459996,0.010560001,-7.53E-05,-0.004846813,0.001169332,0.023805768,4,wt
1225,E3,indC native,sfp,0.016420001,0.011269999,-0.000159803,-0.009638386,0.001115374,0.025406342,4,wt
1230,E3,indC native,sfp,0.017539999,0.011380001,0.000798367,0.047687513,0.001727182,0.025654323,4,wt
1235,E3,indC native,sfp,0.018539999,0.012349996,0.000371364,0.020439823,0.001454533,0.027841015,4,wt
1240,E3,indC native,sfp,0.019109997,0.01312,-0.000191426,-0.009917693,0.001095182,0.029576862,4,wt
1245,E3,indC native,sfp,0.020959999,0.013569997,0.000996566,0.049919545,0.001853736,0.030591306,4,wt
1250,E3,indC native,sfp,0.02209,0.014890001,0.000184649,0.008429409,0.001335313,0.033567035,4,wt
