time, data
232, 0.394427
233, 0.180613
234, 1.55271
235, 1.65926
236, 0.930519
237, 1.83278
238, 1.3128
239, 0.57538
240, 0.160988
241, 0.0304426
242, 1.60214
243, 0.125498
244, 0.180545
245, 0.635109
246, 1.4727
247, 1.02028
248, 1.06161
249, 0.0605413
250, 1.51332
251, 1.32951
252, 0.388209
253, 1.06192
254, 1.15255
255, 0.824067
256, 0.91364
257, 1.02916
258, 0.13901
259, 2.85836
260, 0.961788
261, 1.24489
262, 0.607051
263, 1.15783
264, 1.89891
265, 0.080191
266, 1.01577
267, 1.44454
268, 0.138629
269, 0.432021
270, 2.25299
271, 0.459581
272, 0.0904871
273, 2.60813
274, 1.03717
275, 0.253104
276, 0.266599
277, 1.31748
278, 0.111701
279, 1.27144
280, 0.411779
281, 0.757916
282, 1.67233
283, 0.733486
284, 1.32322
285, 1.51157
286, 0.911439
287, 1.04388
288, 0.137039
289, 0.990395
290, 1.0444
291, 1.82466
292, 0.703412
293, 0.822152
294, 0.449313
295, 0.70321
296, 0.0622279
297, 1.02644
298, 0.981915
299, 1.53617
300, 0.28788
301, 0.7113
302, 1.17496
303, 0.855773
304, 0.336176
305, 0.274188
306, 0.377295
307, 1.03973
308, 0.708398
309, 0.119189
310, 2.16942
311, 0.376631
312, 0.798686
313, 0.942028
314, 0.873113
315, 0.895998
316, 0.715522
317, 0.371602
318, 1.8252
319, 0.141596
320, 0.60139
321, 1.80929
322, 0.418913
323, 1.19755
324, 0.0337633
325, 1.35631
326, 0.338328
327, 1.23867
328, 0.159802
329, 0.678257
330, 1.44173
331, 1.47953
332, 0.488351
333, 0.358709
334, 1.82518
335, 0.453066
336, 0.35555
337, 0.85477
338, 1.24682
339, 0.221765
340, 0.335632
341, 0.80249
342, 1.32374
343, 0.487409
344, 1.9807
345, 0.0229032
346, 0.813619
347, 1.89752
348, 1.87751
349, 0.290668
350, 0.822882
351, 0.283705
352, 0.539497
353, 0.949737
354, 1.3279
355, 0.437385
356, 0.00551014
357, 1.70333
358, 0.763793
359, 0.0218135
360, 1.99822
361, 1.05394
362, 0.149504
363, 1.23191
364, 0.771231
365, 0.30126
366, 0.189429
367, 0.118572
368, 2.44089
369, 0.670596
370, 0.67953
371, 0.0485287
372, 1.16048
373, 1.80872
374, 0.684621
375, 0.778037
376, 0.68555
377, 0.568333
378, 0.525274
379, 0.0536786
380, 0.217867
381, 0.0969492
382, 0.598845
383, 0.594379
384, 0.0506865
385, 1.33166
386, 0.74564
387, 0.226336
388, 1.3315
389, 0.868309
390, 0.340048
391, 0.910598
392, 1.33259
393, 0.126329
394, 0.351599
395, 0.0301429
396, 1.06832
397, 0.118575
398, 1.13659
399, 0.280849
400, 0.80621
401, 0.271801
402, 1.25132
403, 0.355772
404, 0.344792
405, 0.883857
406, 0.581254
407, 1.27044
408, 1.19508
409, 0.486046
410, 0.168949
411, 1.19362
412, 0.040071
413, 0.925344
414, 0.835879
415, 0.551278
416, 0.117021
417, 0.989206
418, 0.519874
419, 0.498133
420, 0.345399
421, 1.24624
422, 0.758684
423, 0.445109
424, 1.88299
425, 0.735889
426, 0.352668
427, 1.06112
428, 0.00516371
429, 1.47262
430, 1.62547
431, 0.175817
432, 1.76981
433, 0.569826
434, 0.708937
435, 0.55656
436, 0.493042
437, 0.196018
438, 0.517741
439, 1.18553
440, 2.57135
441, 0.853991
442, 1.38666
443, 0.651926
444, 0.217806
445, 0.522586
446, 1.18328
447, 0.945286
448, 0.411033
449, 1.88095
450, 0.132085
451, 0.0961662
452, 1.25998
453, 0.734738
454, 0.545428
455, 0.955807
456, 0.706706
457, 0.311628
458, 0.0487621
459, 0.173824
460, 0.498255
461, 0.662303
462, 1.16797
463, 0.463312
464, 0.930038
465, 0.0461558
466, 1.56503
467, 0.29627
468, 0.971639
469, 0.487971
470, 1.3505
471, 0.00647759
472, 0.0994199
473, 0.151287
474, 1.21747
475, 2.0325
476, 1.42699
477, 0.123988
478, 0.366472
479, 0.0736419
480, 1.43116
481, 0.778555
482, 0.0431895
483, 0.228967
484, 1.42176
485, 0.674682
486, 1.71879
487, 1.31447
488, 0.547164
489, 0.255852
490, 1.2472
491, 0.417132
492, 0.0751752
493, 0.448968
494, 0.417334
495, 1.07526
496, 0.608925
497, 0.50186
498, 0.953731
499, 1.7102
500, 0.952409
501, 1.37286
502, 0.0684086
503, 0.314514
504, 0.0728364
505, 0.528943
506, 1.75581
507, 1.20694
508, 1.06157
509, 0.723284
510, 0.377791
511, 1.31451
512, 0.583539
513, 0.86127
514, 0.239743
515, 1.24969
516, 0.96154
517, 0.329117
518, 0.366231
519, 0.662813
520, 0.784203
521, 0.198101
522, 1.28696
523, 1.88834
524, 0.503861
525, 0.762364
526, 0.00699236
527, 0.960473
528, 0.17377
529, 0.229855
530, 0.777791
531, 1.47653
532, 0.868757
533, 0.135792
534, 0.53053
535, 0.0232199
536, 0.448283
537, 0.658461
538, 0.785186
539, 0.847029
540, 0.0108748
541, 1.58841
542, 0.128035
543, 1.51322
544, 0.268387
545, 0.920266
546, 0.145828
547, 0.973148
548, 1.67996
549, 0.748644
550, 0.749004
551, 0.460702
552, 0.193823
553, 0.929031
554, 0.256279
555, 0.993262
556, 0.144039
557, 0.49906
558, 0.305429
559, 0.543901
560, 1.77663
561, 0.174848
562, 1.98671
563, 0.0573573
564, 0.174785
565, 1.57629
566, 1.20493
567, 0.853059
568, 0.307319
569, 0.248014
570, 0.602659
571, 0.207714
572, 0.636006
573, 0.642017
574, 0.123061
575, 0.108694
576, 0.59646
577, 0.901298
578, 0.248227
579, 0.973256
580, 0.426132
581, 1.31058
582, 0.61999
583, 0.499439
584, 1.4143
585, 0.0728187
586, 0.330564
587, 0.110282
588, 0.924751
589, 0.80088
590, 1.23074
591, 0.168117
592, 1.80287
593, 0.233712
594, 1.62807
595, 0.898011
596, 0.499482
597, 1.7343
598, 1.35896
599, 1.30377
600, 1.99662
601, 0.984563
602, 0.235209
603, 0.0636584
604, 1.11557
605, 0.650069
606, 0.752064
607, 1.43619
608, 1.28585
609, 0.239604
610, 1.34934
611, 1.37032
612, 1.00153
613, 2.49325
614, 0.380217
615, 0.148986
616, 0.588447
617, 0.149175
618, 1.38525
619, 0.344876
620, 0.287513
621, 0.104696
622, 1.65898
623, 1.48893
624, 1.06917
625, 1.14429
626, 2.20748
627, 0.570935
628, 0.988219
629, 0.289299
630, 0.731842
631, 0.797066
632, 0.409443
633, 0.424172
634, 1.79273
635, 2.08843
636, 2.02039
637, 1.07036
638, 1.24784
639, 0.294729
640, 0.619349
641, 1.03833
642, 0.457394
643, 0.166307
644, 1.43483
645, 0.114734
646, 1.53636
647, 0.171602
648, 0.957149
649, 1.25512
650, 0.702546
651, 0.225288
652, 0.427502
653, 0.207685
654, 0.577302
655, 1.76589
656, 0.394077
657, 1.141
658, 0.418822
659, 1.15938
660, 0.95572
661, 0.138258
662, 0.739805
663, 0.151748
664, 2.31997
665, 1.06636
666, 1.59689
667, 0.190119
668, 0.61177
669, 0.272473
670, 0.574343
671, 0.726979
672, 0.305988
673, 1.26745
674, 0.683352
675, 0.625587
676, 0.188578
677, 1.91659
678, 0.596474
679, 0.911369
680, 1.67849
681, 0.783715
682, 1.49395
683, 0.521545
684, 1.0874
685, 1.33272
686, 0.845684
687, 0.0365718
688, 0.701775
689, 0.0129143
690, 0.68554
691, 0.742344
692, 0.74257
693, 2.03434
694, 2.0059
695, 1.02311
696, 0.463266
697, 0.551152
698, 1.03441
699, 1.4668
700, 0.74057
701, 0.254725
702, 1.0306
703, 0.0319048
704, 0.0920557
705, 0.307973
706, 0.403648
707, 0.305417
708, 0.748379
709, 0.307784
710, 1.27412
711, 1.42383
712, 0.490563
713, 0.276598
714, 1.07012
715, 2.02725
716, 1.29742
717, 0.00092372
718, 0.211657
719, 1.60945
720, 1.12257
721, 0.245941
722, 0.791851
723, 1.39707
724, 1.25043
725, 0.521203
726, 0.0604559
727, 0.330186
728, 0.396981
729, 1.01628
730, 0.331201
731, 0.325771
732, 1.18515
733, 1.33822
734, 0.203908
735, 0.694576
736, 0.533736
737, 0.000136633
738, 0.62646
739, 1.65881
740, 1.00923
741, 0.621249
742, 0.297532
743, 0.243113
744, 0.220733
745, 0.818476
746, 0.340453
747, 1.40106
748, 0.776808
749, 1.08395
750, 0.482764
751, 0.749304
752, 0.618081
753, 1.77891
754, 0.575176
755, 0.764732
756, 0.889437
757, 1.3675
758, 0.869616
759, 1.27225
760, 0.948765
761, 1.13169
762, 0.235521
763, 1.10744
764, 1.13538
765, 0.560841
766, 0.335338
767, 0.591889
768, 0.626455
769, 0.69294
770, 0.831883
771, 0.652079
772, 0.500097
773, 0.482538
774, 0.860262
775, 2.04165
776, 0.503305
777, 1.48597
778, 1.16391
779, 1.56667
780, 0.689216
781, 0.831341
782, 0.517213
783, 0.354812
784, 0.889054
785, 0.720244
786, 0.206011
787, 0.760122
788, 1.48846
789, 1.02516
790, 0.106164
791, 0.363294
792, 0.990124
793, 1.17815
794, 1.28766
795, 1.40261
796, 1.42277
797, 0.360529
798, 0.00879031
799, 0.631296
800, 0.181938
801, 0.315665
802, 1.23981
803, 0.806501
804, 0.966586
805, 0.900596
806, 0.134279
807, 0.196867
808, 0.984176
809, 1.55396
810, 1.05685
811, 0.605315
812, 0.861523
813, 1.42553
814, 0.347898
815, 0.456159
816, 0.935918
817, 0.279574
818, 1.39405
819, 1.38184
820, 0.386896
821, 2.32492
822, 0.816928
823, 1.34697
824, 1.7899
825, 0.893138
826, 0.0337859
827, 0.322673
828, 2.1905
829, 0.179764
830, 0.897054
831, 0.700419
832, 0.610824
833, 0.952198
834, 0.125633
835, 1.18383
836, 0.380897
837, 0.33015
838, 2.09605
839, 0.670519
840, 1.19003
841, 1.45341
842, 0.722921
843, 0.336046
844, 1.86581
845, 0.622003
846, 0.180369
847, 1.59471
848, 1.20094
849, 0.585405
850, 0.875053
851, 0.728943
852, 2.09104
853, 1.11851
854, 0.0697839
855, 0.618892
856, 0.463859
857, 1.08484
858, 1.90049
859, 1.0135
860, 1.80908
861, 0.545764
862, 1.52931
863, 0.394981
864, 1.08356
865, 1.11187
866, 0.379912
867, 1.5025
868, 0.909226
869, 0.113871
870, 0.10907
871, 0.795174
872, 0.268865
873, 0.032803
874, 0.361751
875, 0.69917
876, 0.909276
877, 0.452956
878, 1.50136
879, 1.66906
880, 0.524919
881, 0.500163
882, 0.98001
883, 0.468442
884, 1.67212
885, 1.72529
886, 0.920751
887, 1.83498
888, 0.500206
889, 0.0706539
890, 0.988122
891, 0.307159
892, 0.650277
893, 0.986953
894, 0.867392
895, 0.0276709
896, 0.658007
897, 1.13822
898, 0.745831
899, 0.187579
900, 0.276606
901, 0.376084
902, 0.846927
903, 0.209438
904, 0.271381
905, 0.389933
906, 0.362175
907, 0.477019
908, 0.326993
909, 1.66671
910, 2.27192
911, 0.766028
912, 1.27001
913, 2.03686
914, 0.256582
915, 1.63766
916, 0.178527
917, 0.0617265
918, 1.17746
919, 1.07334
920, 0.0708507
921, 0.623235
922, 2.06749
923, 1.14258
924, 1.39134
925, 0.424844
926, 0.340782
927, 1.0344
928, 0.747864
929, 0.678439
930, 1.35007
931, 1.52472
932, 0.81449
933, 1.21723
934, 0.0169341
935, 0.0200704
936, 1.38336
937, 0.474511
938, 0.243285
939, 1.28671
940, 0.351058
941, 0.921961
942, 1.61878
943, 0.406262
944, 0.171995
945, 2.41835
946, 0.22457
947, 0.623627
948, 1.11166
949, 1.17528
950, 0.294379
951, 0.753263
952, 0.368241
953, 1.44135
954, 1.053
955, 1.36561
956, 2.00581
957, 0.759064
958, 0.737
959, 0.343432
960, 0.542616
961, 0.704886
962, 0.98831
963, 1.99346
964, 0.275608
965, 0.982807
966, 0.696191
967, 0.267974
968, 0.338809
969, 1.32636
970, 0.447568
971, 0.0234746
972, 0.604403
973, 0.429983
974, 0.928076
975, 0.220635
976, 0.717454
977, 0.543615
978, 0.874365
979, 0.111479
980, 0.821241
981, 1.36213
982, 0.0974244
983, 1.24317
984, 0.0132195
985, 1.17406
986, 0.321668
987, 0.830261
988, 0.427212
989, 0.164845
990, 0.857478
991, 0.655078
992, 0.0464917
993, 1.65576
994, 0.448698
995, 1.99109
996, 0.375077
997, 0.881697
998, 0.473698
999, 2.42664
1000, 0.192902
1001, 0.707476
1002, 0.108718
1003, 0.937452
1004, 0.031253
1005, 0.570131
1006, 0.922089
1007, 0.60285
1008, 0.200525
1009, 2.64356
1010, 0.528873
1011, 0.691762
1012, 0.723683
1013, 0.00132457
1014, 1.14768
1015, 1.16091
1016, 2.45464
1017, 0.085614
1018, 0.996406
1019, 2.41451
1020, 0.770763
1021, 1.25066
1022, 0.174245
1023, 1.95966
1024, 0.020023
1025, 0.564293
1026, 0.831916
1027, 0.708987
1028, 0.733309
1029, 1.12541
1030, 1.19838
1031, 1.03446
1032, 1.75706
1033, 0.0534155
1034, 0.326885
1035, 1.0957
1036, 0.978329
1037, 0.18191
1038, 1.3352
1039, 0.393706
1040, 0.755568
1041, 0.0317434
1042, 0.595365
1043, 1.00708
1044, 0.605638
1045, 1.08841
1046, 0.45374
1047, 0.0547175
1048, 1.04584
1049, 1.06494
1050, 0.566074
1051, 0.473664
1052, 1.55259
1053, 1.96817
1054, 1.30924
1055, 1.12545
1056, 1.63647
1057, 1.34177
1058, 0.724688
1059, 0.529712
1060, 1.07192
1061, 0.188151
1062, 0.104326
1063, 1.3617
1064, 0.0249537
1065, 1.0899
1066, 0.835462
1067, 0.902891
1068, 0.535227
1069, 0.698546
1070, 1.49998
1071, 1.02768
1072, 0.434861
1073, 0.311866
1074, 0.907569
1075, 0.681338
1076, 0.785289
1077, 0.0602282
1078, 0.541122
1079, 2.07072
1080, 0.589609
1081, 0.668162
1082, 0.494668
1083, 2.38605
1084, 0.523198
1085, 1.05731
1086, 0.536958
1087, 1.20168
1088, 1.24419
1089, 0.871989
1090, 0.638545
1091, 1.15422
1092, 1.13416
1093, 0.536682
1094, 0.963483
1095, 0.534453
1096, 0.67754
1097, 1.25235
1098, 0.800707
1099, 0.194042
1100, 1.28758
1101, 0.957944
1102, 1.71542
1103, 0.436124
1104, 0.0606733
1105, 0.0680955
1106, 0.925611
1107, 0.707953
1108, 0.498799
1109, 1.32232
1110, 0.04417
1111, 1.20885
1112, 0.0925491
1113, 2.02572
1114, 0.0719077
1115, 0.246471
1116, 1.28168
1117, 0.0207597
1118, 0.597381
1119, 1.88684
1120, 0.810359
1121, 0.210222
1122, 0.0774859
1123, 0.33538
1124, 0.430105
1125, 1.47995
1126, 0.710909
1127, 0.559846
1128, 2.40321
1129, 0.550705
1130, 0.424642
1131, 1.49228
1132, 1.56001
1133, 1.00888
1134, 0.1718
1135, 0.773985
1136, 0.139386
1137, 0.155013
1138, 1.27277
1139, 0.379
1140, 0.420206
1141, 0.194612
1142, 0.445885
1143, 0.338218
1144, 2.2165
1145, 1.17355
1146, 0.910767
1147, 0.15156
1148, 0.223065
1149, 0.419554
1150, 0.584045
1151, 0.252339
1152, 0.85368
1153, 0.0396102
1154, 0.0944515
1155, 0.620951
1156, 0.0306368
1157, 1.0699
1158, 0.622004
1159, 0.459274
1160, 0.150048
1161, 0.434594
1162, 0.835961
1163, 0.79827
1164, 2.40723
1165, 0.692426
1166, 2.16427
1167, 1.65545
1168, 0.0689599
1169, 1.00902
1170, 0.583075
1171, 0.683821
1172, 0.560917
1173, 1.64516
1174, 0.135513
1175, 0.0529423
1176, 0.159025
1177, 1.24917
1178, 0.279603
1179, 0.315566
1180, 1.00316
1181, 0.736068
1182, 1.24467
1183, 0.457056
1184, 0.937262
1185, 3.12168
1186, 0.249656
1187, 0.81187
1188, 0.200546
1189, 1.27552
1190, 0.0156942
1191, 1.56196
1192, 0.805127
1193, 0.198612
1194, 0.941424
1195, 1.40324
1196, 0.196817
1197, 1.06619
1198, 1.65292
1199, 1.11057
1200, 1.31459
1201, 0.228098
1202, 0.781065
1203, 0.75943
1204, 0.406168
1205, 0.120895
1206, 0.213254
1207, 1.03699
1208, 1.34593
1209, 0.480861
1210, 0.0404822
1211, 0.200348
1212, 1.42043
1213, 0.229532
1214, 0.690306
1215, 0.402525
1216, 0.905701
1217, 0.384129
1218, 1.28354
1219, 1.7139
1220, 1.13218
1221, 1.53513
1222, 0.989749
1223, 1.17045
1224, 0.188412
1225, 0.310644
1226, 0.661452
1227, 0.330395
1228, 0.716957
1229, 1.11218
1230, 0.960009
1231, 0.612094
1232, 0.431926
1233, 0.38387
1234, 0.0371882
1235, 0.975714
1236, 0.538909
1237, 0.655841
1238, 0.993576
1239, 0.0302861
1240, 0.22979
1241, 0.774576
1242, 0.481159
1243, 0.406453
1244, 0.523726
1245, 0.247697
1246, 1.14563
1247, 1.02162
1248, 0.30227
1249, 0.646055
1250, 0.0264229
1251, 0.120959
1252, 2.14587
1253, 0.207964
1254, 0.693045
1255, 1.96784
1256, 1.04636
1257, 0.165338
1258, 0.579829
1259, 0.217192
1260, 0.240101
1261, 1.02122
1262, 0.0902479
1263, 0.83927
1264, 0.297353
1265, 1.15502
1266, 0.445256
1267, 1.10937
1268, 1.14076
1269, 0.933067
1270, 0.520648
1271, 0.589712
1272, 1.38138
1273, 0.304333
1274, 0.195425
1275, 1.15882
1276, 0.0329758
1277, 0.955164
1278, 0.273106
1279, 1.15778
1280, 0.703785
1281, 1.14116
1282, 0.158128
1283, 0.96847
1284, 0.892699
1285, 0.909458
1286, 0.332341
1287, 0.270755
1288, 1.48233
1289, 1.1944
1290, 0.131159
1291, 0.41605
1292, 1.34247
1293, 1.16386
1294, 0.42856
1295, 1.32931
1296, 1.92292
1297, 1.29002
1298, 0.0765646
1299, 0.431129
1300, 1.00516
1301, 0.353999
1302, 0.788507
1303, 0.483818
1304, 0.863696
1305, 0.374908
1306, 2.72235
1307, 0.832164
1308, 0.469048
1309, 0.235068
1310, 1.51719
1311, 0.109342
1312, 1.05774
1313, 1.15684
1314, 0.635547
1315, 0.367585
1316, 0.306387
1317, 0.0560861
1318, 0.705474
1319, 0.724067
1320, 0.00435394
1321, 0.418738
1322, 0.427791
1323, 0.532017
1324, 0.714409
1325, 0.0555714
1326, 0.310583
1327, 1.24818
1328, 0.584236
1329, 0.370624
1330, 0.500828
1331, 0.244463
1332, 0.235261
1333, 0.0195959
1334, 0.755545
1335, 1.47264
1336, 0.00514676
1337, 0.764395
1338, 0.322858
1339, 1.45779
1340, 1.78488
1341, 0.521725
1342, 0.851512
1343, 0.745304
1344, 1.37277
1345, 1.79201
1346, 0.304943
1347, 0.289869
1348, 0.619202
1349, 0.0486617
1350, 1.37176
1351, 0.365287
1352, 0.803592
1353, 0.273301
1354, 0.340093
1355, 0.0600799
1356, 0.951579
1357, 0.107335
1358, 2.72687
1359, 0.492348
1360, 1.11786
1361, 1.04975
1362, 1.98441
1363, 0.741872
1364, 1.33977
1365, 0.170582
1366, 0.706969
1367, 0.316718
1368, 0.432067
1369, 0.226897
1370, 0.439888
1371, 2.37778
1372, 1.23909
1373, 1.54595
1374, 0.478942
1375, 2.46387
1376, 0.349143
1377, 0.9713
1378, 1.49141
1379, 0.120222
1380, 0.509876
1381, 0.474441
1382, 0.800878
1383, 0.225335
1384, 0.572569
1385, 1.10119
1386, 0.104934
1387, 0.292992
1388, 0.106292
1389, 0.353202
1390, 0.732304
1391, 1.02799
1392, 0.589274
1393, 0.0878429
1394, 0.456942
1395, 0.0531857
1396, 0.3431
1397, 1.02255
1398, 0.624151
1399, 0.484157
1400, 0.17939
1401, 1.94816
1402, 0.082283
1403, 0.304505
1404, 2.4733
1405, 0.887656
1406, 1.60407
1407, 1.1558
1408, 0.223558
1409, 0.742014
1410, 2.00637
1411, 1.35835
1412, 0.0440834
1413, 0.0210405
1414, 0.691082
1415, 0.342405
1416, 0.333121
1417, 1.55467
1418, 0.729445
1419, 0.808344
1420, 0.505628
1421, 0.558756
1422, 0.0337894
1423, 0.0181018
1424, 0.681405
1425, 1.22421
1426, 0.207561
1427, 0.752666
1428, 1.12165
1429, 0.709923
1430, 2.07286
1431, 1.07849
1432, 0.538621
1433, 0.0979726
1434, 0.170321
1435, 1.71196
1436, 1.5189
1437, 0.30934
1438, 0.69909
1439, 0.139535
1440, 0.521841
1441, 0.0332498
1442, 0.271155
1443, 1.06389
1444, 0.0655883
1445, 1.09297
1446, 0.568189
1447, 0.772019
1448, 0.614742
1449, 0.550485
1450, 1.11579
1451, 0.141285
1452, 1.11007
1453, 0.325475
1454, 0.593813
1455, 0.178599
1456, 0.486291
1457, 2.14263
1458, 1.19541
1459, 0.0133469
1460, 1.80872
1461, 0.478469
1462, 0.513568
1463, 0.685705
1464, 0.941524
1465, 0.843315
1466, 1.69258
1467, 0.725679
1468, 0.297492
1469, 0.271498
1470, 0.631042
1471, 0.491782
1472, 3.12244
1473, 1.3988
1474, 0.788662
1475, 1.09537
1476, 0.684043
1477, 0.206545
1478, 0.623154
1479, 2.78184
1480, 0.7912
1481, 0.375214
1482, 0.938065
1483, 0.333715
1484, 0.0638039
1485, 0.0804366
1486, 1.47283
1487, 1.62444
1488, 2.04982
1489, 0.0433648
1490, 0.749015
1491, 0.741135
1492, 0.074343
1493, 2.17186
1494, 1.37692
1495, 0.754036
1496, 1.4436
1497, 0.772728
1498, 0.604108
1499, 0.352823
1500, 2.78575
1501, 1.4464
1502, 0.337078
1503, 0.991014
1504, 1.08418
1505, 0.461437
1506, 0.0964557
1507, 1.42933
1508, 1.43513
1509, 0.657712
1510, 1.28646
1511, 0.471502
1512, 1.48497
1513, 1.32227
1514, 0.170778
1515, 0.536532
1516, 0.601337
1517, 1.68577
1518, 0.658514
1519, 1.38899
1520, 1.11661
1521, 0.548996
1522, 0.172928
1523, 0.279655
1524, 0.223484
1525, 0.297743
1526, 1.72047
1527, 0.198755
1528, 1.60431
1529, 1.18457
1530, 1.01072
1531, 1.37739
1532, 0.840848
1533, 0.0266105
1534, 0.262225
1535, 1.09948
1536, 1.09534
1537, 0.128534
1538, 0.13606
1539, 0.54297
1540, 0.189833
1541, 1.76814
1542, 0.526076
1543, 2.30392
1544, 1.12596
1545, 1.4911
1546, 1.29936
1547, 1.66413
1548, 1.26816
1549, 0.0556177
1550, 1.49165
1551, 1.09867
1552, 0.200056
1553, 0.961091
1554, 0.772756
1555, 1.12638
1556, 0.666654
1557, 0.738423
1558, 0.894381
1559, 0.0782103
1560, 1.45082
1561, 0.119656
1562, 0.62591
1563, 0.946371
1564, 0.281194
1565, 0.234343
1566, 0.456807
1567, 0.359582
1568, 0.661302
1569, 0.905568
1570, 1.17045
1571, 0.539169
1572, 1.37646
1573, 0.605751
1574, 2.02837
1575, 0.352227
1576, 0.176561
1577, 0.204228
1578, 0.159023
1579, 1.15252
1580, 1.03595
1581, 4.09042
1582, 1.34574
1583, 2.11854
1584, 0.664135
1585, 0.270397
1586, 0.707957
1587, 0.327299
1588, 0.0904538
1589, 0.445461
1590, 1.81162
1591, 0.0238645
1592, 0.983459
1593, 0.300767
1594, 2.51013
1595, 0.143755
1596, 0.17419
1597, 0.364012
1598, 0.532921
1599, 1.09248
1600, 0.163426
1601, 0.227203
1602, 0.893309
1603, 1.09497
1604, 0.441699
1605, 1.70335
1606, 1.8292
1607, 1.8859
1608, 0.320483
1609, 0.17285
1610, 0.0591274
1611, 3.22893
1612, 0.450621
1613, 0.63582
1614, 0.190334
1615, 1.62288
1616, 1.30933
1617, 1.16501
1618, 0.451996
1619, 2.03724
1620, 0.686793
1621, 0.336504
1622, 2.13298
1623, 0.0633986
1624, 0.691689
1625, 0.938319
1626, 0.303902
1627, 0.437848
1628, 1.07773
1629, 2.26282
1630, 1.22632
1631, 0.190072
1632, 0.212889
1633, 1.78701
1634, 0.175417
1635, 0.504497
1636, 0.611234
1637, 1.18186
1638, 0.659468
1639, 0.727219
1640, 0.867582
1641, 0.36959
1642, 0.619207
1643, 0.0156893
1644, 1.01516
1645, 0.405153
1646, 0.51677
1647, 0.282931
1648, 0.120859
1649, 1.9737
1650, 0.771572
1651, 0.490986
1652, 0.941053
