time,data
1.110702e+01,5.560632e+00
1.124415e+01,5.584588e+00
1.138127e+01,5.611844e+00
1.151839e+01,5.641902e+00
1.165552e+01,5.674255e+00
1.179264e+01,5.708389e+00
1.192977e+01,5.743777e+00
1.206689e+01,5.779881e+00
1.220401e+01,5.816149e+00
1.234114e+01,5.852013e+00
1.247826e+01,5.886895e+00
1.261538e+01,5.920201e+00
1.275251e+01,5.951325e+00
1.288963e+01,5.979653e+00
1.302676e+01,6.004563e+00
1.316388e+01,6.025629e+00
1.330100e+01,6.042880e+00
1.343813e+01,6.056416e+00
1.357525e+01,6.066347e+00
1.371237e+01,6.072787e+00
1.384950e+01,6.075859e+00
1.398662e+01,6.075691e+00
1.412375e+01,6.072419e+00
1.426087e+01,6.066179e+00
1.439799e+01,6.057116e+00
1.453512e+01,6.045373e+00
1.467224e+01,6.031101e+00
1.480936e+01,6.014448e+00
1.494649e+01,5.995567e+00
1.508361e+01,5.974611e+00
1.522074e+01,5.951733e+00
1.535786e+01,5.927086e+00
1.549498e+01,5.900823e+00
1.563211e+01,5.873094e+00
1.576923e+01,5.844052e+00
1.590635e+01,5.813843e+00
1.604348e+01,5.782616e+00
1.618060e+01,5.750515e+00
1.631773e+01,5.717682e+00
1.645485e+01,5.684257e+00
1.659197e+01,5.650376e+00
1.672910e+01,5.616175e+00
1.686622e+01,5.581783e+00
1.700334e+01,5.547330e+00
1.714047e+01,5.512940e+00
1.727759e+01,5.478735e+00
1.741472e+01,5.444834e+00
1.755184e+01,5.411354e+00
1.768896e+01,5.378407e+00
1.782609e+01,5.346104e+00
1.796321e+01,5.314553e+00
1.810033e+01,5.283858e+00
1.823746e+01,5.254123e+00
1.837458e+01,5.225449e+00
1.851171e+01,5.197935e+00
1.864883e+01,5.171676e+00
1.878595e+01,5.146770e+00
1.892308e+01,5.123311e+00
1.906020e+01,5.101391e+00
1.919732e+01,5.081105e+00
1.933445e+01,5.062544e+00
1.947157e+01,5.045802e+00
1.960870e+01,5.030971e+00
1.974582e+01,5.018146e+00
1.988294e+01,5.007421e+00
2.002007e+01,4.998893e+00
2.015719e+01,4.992617e+00
2.029431e+01,4.988537e+00
2.043144e+01,4.986581e+00
2.056856e+01,4.986681e+00
2.070569e+01,4.988771e+00
2.084281e+01,4.992789e+00
2.097993e+01,4.998672e+00
2.111706e+01,5.006361e+00
2.125418e+01,5.015797e+00
2.139130e+01,5.026926e+00
2.152843e+01,5.039690e+00
2.166555e+01,5.054036e+00
2.180268e+01,5.069909e+00
2.193980e+01,5.087258e+00
2.207692e+01,5.106028e+00
2.221405e+01,5.126169e+00
2.235117e+01,5.147626e+00
2.248829e+01,5.170349e+00
2.262542e+01,5.194284e+00
2.276254e+01,5.219377e+00
2.289967e+01,5.245577e+00
2.303679e+01,5.272828e+00
2.317391e+01,5.301075e+00
2.331104e+01,5.330262e+00
2.344816e+01,5.360333e+00
2.358528e+01,5.391229e+00
2.372241e+01,5.422891e+00
2.385953e+01,5.455258e+00
2.399666e+01,5.488269e+00
2.413378e+01,5.521858e+00
2.427090e+01,5.555962e+00
2.440803e+01,5.590514e+00
2.454515e+01,5.625444e+00
2.468227e+01,5.660683e+00
2.481940e+01,5.696157e+00
2.495652e+01,5.731794e+00
2.509365e+01,5.767518e+00
2.523077e+01,5.803249e+00
2.536789e+01,5.838910e+00
2.550502e+01,5.874417e+00
2.564214e+01,5.909688e+00
2.577926e+01,5.944637e+00
2.591639e+01,5.979178e+00
2.605351e+01,6.013220e+00
2.619064e+01,6.046695e+00
2.632776e+01,6.079555e+00
2.646488e+01,6.111756e+00
2.660201e+01,6.143253e+00
2.673913e+01,6.174001e+00
2.687625e+01,6.203953e+00
2.701338e+01,6.233062e+00
2.715050e+01,6.261283e+00
2.728763e+01,6.288568e+00
2.742475e+01,6.314871e+00
2.756187e+01,6.340143e+00
2.769900e+01,6.364338e+00
2.783612e+01,6.387408e+00
2.797324e+01,6.409307e+00
2.811037e+01,6.429987e+00
2.824749e+01,6.449401e+00
2.838462e+01,6.467504e+00
2.852174e+01,6.484248e+00
2.865886e+01,6.499590e+00
2.879599e+01,6.513482e+00
2.893311e+01,6.525882e+00
2.907023e+01,6.536745e+00
2.920736e+01,6.546030e+00
2.934448e+01,6.553693e+00
2.948161e+01,6.559694e+00
2.961873e+01,6.563994e+00
2.975585e+01,6.566554e+00
2.989298e+01,6.567337e+00
3.003010e+01,6.566307e+00
3.016722e+01,6.563430e+00
3.030435e+01,6.558673e+00
3.044147e+01,6.552005e+00
3.057860e+01,6.543398e+00
3.071572e+01,6.532823e+00
3.085284e+01,6.520256e+00
3.098997e+01,6.505673e+00
3.112709e+01,6.489054e+00
3.126421e+01,6.470379e+00
3.140134e+01,6.449632e+00
3.153846e+01,6.426799e+00
3.167559e+01,6.401868e+00
3.181271e+01,6.374831e+00
3.194983e+01,6.345680e+00
3.208696e+01,6.314413e+00
3.222408e+01,6.281028e+00
3.236120e+01,6.245527e+00
3.249833e+01,6.207915e+00
3.263545e+01,6.168199e+00
3.277258e+01,6.126391e+00
3.290970e+01,6.082503e+00
3.304682e+01,6.036552e+00
3.318395e+01,5.988558e+00
3.332107e+01,5.938544e+00
3.345819e+01,5.886535e+00
3.359532e+01,5.832560e+00
3.373244e+01,5.776650e+00
3.386957e+01,5.718841e+00
3.400669e+01,5.659169e+00
3.414381e+01,5.597677e+00
3.428094e+01,5.534406e+00
3.441806e+01,5.469405e+00
3.455518e+01,5.402721e+00
3.469231e+01,5.334407e+00
3.482943e+01,5.264518e+00
3.496656e+01,5.193110e+00
3.510368e+01,5.120244e+00
3.524080e+01,5.045981e+00
3.537793e+01,4.970386e+00
3.551505e+01,4.893525e+00
3.565217e+01,4.815466e+00
3.578930e+01,4.736281e+00
3.592642e+01,4.656042e+00
3.606355e+01,4.574821e+00
3.620067e+01,4.492696e+00
3.633779e+01,4.409742e+00
3.647492e+01,4.326037e+00
3.661204e+01,4.241661e+00
3.674916e+01,4.156693e+00
3.688629e+01,4.071215e+00
3.702341e+01,3.985306e+00
3.716054e+01,3.899048e+00
3.729766e+01,3.812524e+00
3.743478e+01,3.725815e+00
3.757191e+01,3.639003e+00
3.770903e+01,3.552168e+00
3.784615e+01,3.465392e+00
3.798328e+01,3.378754e+00
3.812040e+01,3.292334e+00
3.825753e+01,3.206209e+00
3.839465e+01,3.120458e+00
3.853177e+01,3.035156e+00
3.866890e+01,2.950376e+00
3.880602e+01,2.866191e+00
3.894314e+01,2.782673e+00
3.908027e+01,2.699889e+00
3.921739e+01,2.617907e+00
3.935452e+01,2.536791e+00
3.949164e+01,2.456603e+00
3.962876e+01,2.377404e+00
3.976589e+01,2.299249e+00
3.990301e+01,2.222194e+00
4.004013e+01,2.146290e+00
4.017726e+01,2.071587e+00
4.031438e+01,1.998130e+00
4.045151e+01,1.925963e+00
4.058863e+01,1.855127e+00
4.072575e+01,1.785657e+00
4.086288e+01,1.717588e+00
4.100000e+01,1.650952e+00
