t,obs
145,1.9595445902
146,2.32014573569605
147,2.1450552441
148,1.6230395385
149,1.0644550782
150,1.7952783763
151,1.60516631735125
152,0.5994941501
153,4.11658892904848
154,1.2535000884
155,1.9858464052
156,1.350995061
157,2.0208322947
158,1.7447721134
159,2.3845978159
160,0.6470865049
161,2.79549877573948
162,1.6390316471
163,2.3359833537
164,1.6119200814
165,1.2333777071
166,2.3021124947
167,1.233287844
168,0.8865969683
169,5.2861150448
170,1.410025925
171,0.8522090265
172,2.7978568425
173,1.7646284447
174,3.8018508485
175,2.2794058926
176,1.340964338
177,1.2542447338
178,0.730317782
179,0.9390835499
180,1.22718993
181,1.2019542517
182,1.2118091668
183,1.121921841
184,1.8007175836
185,1.8992094788
186,2.5230470576
187,0.7415668741
188,4.0622806963
189,2.1163296428
190,2.2907337939
191,3.3938695683
192,0.8926651429
193,0.5395357977
194,1.5349037203
195,2.2003888148
196,1.5739089435
197,1.2339726254
198,2.4480013383
199,0.7104404427
200,0.6204773702
201,2.7873201366
202,2.1321898948
203,1.0995503798
204,6.0875701129
205,3.0223640279
206,0.5307739864
207,1.811856154
208,2.8956007788
209,1.1607045175
210,2.6746230224
211,1.3737043003
212,0.4908366931
213,2.6769915986
214,3.6296603443
215,2.4751025013
216,0.7767703568
217,3.4213220064
218,1.7987453231
219,3.1745536545
220,0.9823927348
221,0.814879667
222,1.8161517673
223,2.9087420866
224,1.6216302972
225,1.5026587388
226,1.7963813608
227,2.2635963258
228,4.872033407
229,1.020119463
230,0.9276057806
231,2.3065521338
232,1.9101709117
233,1.2004032614
234,3.3494486716
235,2.3021638567
236,1.0660828868
237,2.0998317068
238,2.212536348
239,1.8407077135
240,2.3732375829
241,1.0907759829
242,1.5535349378
243,1.5245954628
244,2.0762756788
245,2.5663800199
246,1.3221741999
247,0.6167601251
248,3.3184616538
249,1.2860156598
250,4.6753827844
251,0.5961545148
252,0.8486653558
253,2.5950129587
254,0.97713813
255,0.6320483842
256,0.7203924444
257,2.0104745447
258,1.2799234899
259,1.3569128650148
260,2.9388869581
261,2.5009884639
262,2.4174827028
263,1.6294578653
264,2.2741769892
265,2.3633216778
266,1.8705245672
267,1.243073536
268,2.1776419535
269,1.0399431458
270,2.2034800747
271,2.7639524887
272,1.076482092
273,1.4871988064
274,2.6763659016
275,1.5738700646
276,1.9572480776
277,2.0484152769
278,1.4957331256
279,1.3581210292
280,0.7876789005
281,4.03377734008382
282,3.8563997691
283,1.2632510151
284,2.6482451742
285,1.8772213005
286,1.3347023583
287,5.8519610591
288,2.2663831432
289,1.8297029491
290,1.2897318321
291,0.7228754989
292,1.4464291148
293,2.5588398831
294,2.9876544869
295,1.9637316204
296,1.5571107987
297,1.620007138
298,1.5433036796
299,1.2827593427
300,0.9005194666
301,5.6264950399
302,2.1571485473
303,1.9816382493
304,1.9392419719
305,1.4525265775
306,1.9976258522
307,2.5789267633
308,1.9402023966
309,1.7478500788
310,0.9152399654
311,0.7491351363
312,3.6961972167
313,1.2688683753
314,3.6838454187
315,1.0700431775
316,1.06444670810648
317,3.1103026329
318,2.4438671542
319,1.1595640154
320,1.1398829151
321,0.6400360137
322,1.23139926021177
323,0.509333969005858
324,3.436354748
325,2.4349672358
326,4.0405321717
327,3.5839745167079
328,4.1359308465
329,1.4021216878
330,2.7987112692
331,2.6578995376
332,2.301670662
333,1.6009101104
334,2.3469237178
335,0.6799311399
336,1.2198064339
337,2.7546470364
338,0.6851835264
339,1.3421413133
340,1.2127033694
341,1.2754017021
342,0.6865037769
343,1.4764994685
344,0.8249639385
345,1.23338934279085
346,3.1750087335
347,1.7957725105
348,2.0950709801
349,1.7863533157
350,1.0001280924
351,0.3678477945
352,0.9790297966
353,1.868856931
354,1.4213861741
355,1.2097476811
356,2.128930688
357,0.6502371975
358,3.1553349952
359,1.9773970289
360,1.0132428143
361,1.2667465175
362,0.494135539
363,4.9020653351
364,4.9941543082
365,6.2653336141
366,1.34917413932864
367,3.066292321
368,0.8702434167
369,1.6079655577
370,1.0985559018
371,2.5972235451
372,1.3327026935
373,3.1472207425
374,1.8753749209
375,1.0607476355
376,1.0521961578
377,3.1254508077
378,3.605035128
379,2.2763751429
380,1.8995867795
381,1.5077817108
382,0.8181000102
383,1.2568553819
384,1.4431063627
385,2.488728053
386,2.1600223731
387,1.4577581481
388,0.8314305639
389,1.6203444929
390,1.5238054216
391,2.3933874199
392,3.1673432474
393,1.5305685714
394,0.4439635305
395,0.7607673668
396,1.323161414
397,3.9497470054
398,2.1483620259
399,2.0274715104
400,2.521225349
401,1.0719873795
402,6.6038518102
403,2.9848728125
404,3.4257028829
405,0.979360840758611
406,1.1959878473
407,3.0144604991
408,2.269953112
409,1.7643494925
410,1.6529950972
411,3.3266750727
412,3.4925505132
413,1.8597684739
414,2.1126219
415,2.5346332227
416,1.4210851389
417,1.621879682
418,6.21015488666713
419,6.9271035052
420,2.559779058
421,0.7322610798
422,2.0749578437
423,1.1407487867
424,1.8529661244
425,0.9222081119
426,0.4178440891
427,0.8746219053
428,0.9582100452
429,1.3780265611
430,1.2957759747
431,0.848906307
432,1.2955239016
433,1.6857800461
434,1.5436884737
435,3.70053072
436,2.8290504571
437,0.7110335936
438,1.437375776
439,3.6682301827
440,1.3773958181
441,1.4233618942
442,0.566981462820014
443,0.8087801064
444,1.1149332335
445,4.56329852737722
446,2.0143450747
447,1.2438802042
448,1.0773183328
449,0.335247765581955
450,0.5731903408
451,1.6245254233
452,2.5994484391
453,1.2577254304
454,2.1138720677
455,2.772278462
456,1.9205595711
457,1.2452290327
458,1.7481126468
459,0.8051502495
460,1.1891223249
461,1.7819108649
462,2.3767187517
463,0.835741510822457
464,0.8579871272
465,1.5959827035
466,4.3901687149
467,1.1591065068
468,1.3617071897
469,2.0438927834
470,3.4773169445
471,8.8146172355
472,1.344187759
473,1.0548071207
474,3.6339194619
475,3.5117642808
476,2.9115607171
477,1.2052273269
478,1.5155700216
479,1.3201217703
480,1.5531124311
481,2.0660994223
482,1.0219658565
483,0.659365772254858
484,1.624960234
485,0.9359324316
486,1.613695361
487,1.7575297036
488,2.7535210108
489,1.5141612183
490,1.1380310589
491,1.5108010146
492,2.9365821448
493,1.9606778165
494,1.8807353493
495,0.93211442563657
496,0.9939259895
497,2.8199282232
498,1.6277376886
499,1.9870836864
500,3.1863573221
501,3.7382721357
502,2.6027223337
503,0.292995221549007
504,1.0823689483
505,1.6620386561
506,1.2091197052
507,3.204353607
508,0.5640471331
509,1.2217699642
510,0.7258772077
511,1.3306194585
512,3.1841524549
513,0.3811202787
514,1.9026862635
515,1.2103931896
516,2.2093941179
517,1.5312927313
518,1.2312401377
519,4.3009172399
520,1.2535495771
521,1.1644234052
522,2.1561353287
523,1.9835126789
524,2.3409710684
525,1.4669431663
526,0.8007295065
527,1.9548084059
528,1.18425486507419
529,1.194438011
530,1.5752884808
531,1.3620212192
532,4.7382757757
533,1.40722222349223
534,1.1008963446
535,2.6475785395
536,1.9930750084
537,1.4549062293
538,1.1355447902
539,1.3865507852
540,2.6865088016
541,1.6055850702
542,5.5126969983
543,4.0938575201
544,0.7584375134
545,1.8436603944
546,1.955334387
547,3.0124199834
548,3.1906115298
549,1.7090469837
550,2.06916120413608
551,3.8356414695
552,1.5306618953
553,1.7014505055
554,7.8045341316
555,1.9678715915
556,2.763117944
557,2.6426033769
558,1.5951048774
559,3.7915188961
560,2.28623519197142
561,1.6884666001
562,0.540015148800803
563,2.3272583911
564,2.2852369075
565,1.60140363
566,1.0142373559
567,6.83920292210209
568,3.5304364603
569,1.1306571337
570,2.521996232
571,2.327256549
572,3.6875126996
573,1.4749863913
574,2.570629752
575,1.3888240791
576,1.295633838
577,2.1786258666
578,1.2979457137
579,2.5595737317
580,4.0307242103
581,4.0323758125
582,2.7406555519
583,3.9076567436
584,1.2338980719
585,0.9930571276
586,0.4488378877
587,1.52013512025222
588,2.5562857714
589,1.473008767
590,1.0113524453
591,1.5970279624
592,1.7032993189
593,1.690365771
594,1.3346652431
595,2.1056735885
596,0.7662575082
597,0.952121389
598,2.03843665630025
599,0.8335340123
600,1.7698696548
601,2.909260281
602,1.05091307145318
603,1.859953093
604,1.587015194
605,1.2565403995
606,1.0791729236
607,1.9025864142
608,1.0882463363
609,2.3698139578
610,3.2769967317
611,3.1864572039
612,2.1452462777
613,1.3821329898
614,1.3226401175
615,2.8373154408
616,2.1073608609
617,1.8992125158
618,2.0948087459
619,2.291163139
620,1.3901560227
621,2.2605902276
622,2.1487175851
623,2.0306250053
624,2.2593653274
625,1.1851486285
626,1.3624948565
627,2.8713901793
628,4.30821845448838
629,1.1834635319
630,1.3724504513
631,2.3175520034
632,0.879234900515737
633,0.7136240252
634,0.4283790466
635,1.7770720529
636,1.1872494099
637,2.1034816818
638,2.0389757973
639,2.0869192024
640,0.7797956493
641,2.263413631
642,2.2100381102
643,3.0995536388
644,3.4614502193
645,1.8941962826
646,0.7291096723
647,1.3150906579
648,1.7631843314
649,4.0753537367
650,1.2420496956
651,1.2456851121
652,0.7115357104
653,1.4878417084
654,3.2021867071
655,1.2941638853
656,1.4153627263
657,7.8251001909
658,4.5304357998
659,1.2671357705
660,0.8311652116
661,1.7756053856
662,2.778845015
663,3.0727864294
664,1.7161975078
665,0.9886577146
666,1.4194222185
667,1.5102851847
668,1.5261299498
669,2.1040926551
670,2.3759784864
671,1.2896359404
672,1.472209719
673,1.4124725229
674,2.5378487051
675,2.2934253258
676,1.6351458747
677,3.5246340898
678,1.7253502705
679,0.7435768795
680,0.5949833625
681,0.6629963039
682,1.6943552752
683,3.08888105109281
684,1.0994263426
685,1.3156872134
686,0.95845720126483
687,2.013795672
688,0.7712636641
689,1.5866815894
690,2.3478075045
691,2.479632443
692,0.788070310158419
693,1.0938090756
694,1.5645384433
695,4.8302217737
696,2.6276277411
697,1.62699556694964
698,3.5699086906
699,2.5505343426
700,5.2220299133
701,4.1850789431
702,1.7064989687
703,3.6502971418
704,2.3025113517
705,2.2207331757
706,2.1444555102
707,1.9667042821
708,1.9143813405
709,2.6944709774
710,2.8000325334
711,3.0182725197
712,1.4808416033
713,5.4808835216
714,2.391416279
715,1.6099051032
716,1.3322885949
717,2.4695855501
718,3.6691973837
719,1.484163647
720,3.1935744177
721,0.5824596472
722,0.993810579
723,3.0273142205
724,2.8998011872
725,2.49874821
726,1.3595193329
727,0.804246655
728,3.5340911901
729,5.3510194477
730,2.42028975790917
731,1.9307111886
732,1.4837010331867
733,0.8266648141
734,0.9371429075
735,2.8358614231
736,1.6259174812
737,3.1556693693
738,1.4815270678
739,1.6664045886
740,3.3204979787
741,7.2765148717
742,3.774313542
743,3.5959069486
744,2.1903461516
745,1.7619169953
746,1.8841065533
747,1.6058123322
748,1.4011719312
749,1.0170166626
750,0.8066428941
751,4.5342311483
752,1.3988073641
753,1.470860216
754,4.0148151248
755,3.2419595094
756,3.2954258348
757,0.6192708907
758,1.8858236019
759,1.0133562605
760,0.9054186531
761,2.01762557918102
762,4.75100538130438
763,2.6300758779
764,1.6680342671
765,1.9259602294
766,1.1734855505
767,5.1991775096
768,2.093520493
769,2.4720328215
770,1.5281293994
771,1.004404621
772,2.0175974602
773,1.2432119915
774,1.2653076221
775,8.7908082001
776,0.7609947134
777,1.377436339
778,1.46478769957801
779,2.1162755031
780,1.0512607541
781,4.1114791386
782,2.4333960987
783,1.3573457448
784,2.994695144
785,0.6694396158
786,2.7619928321
787,1.2969813226
788,2.5305703015
789,0.8253904004
790,0.414685071
791,0.3708748429
792,2.2671346021
793,1.9079029051
794,3.4881259696
795,4.2547464261
796,1.6552003238
797,1.7500259328
798,4.1328809068
799,1.4947030082
800,1.0122163157
801,1.8812167755
802,1.4133097722
803,5.5487543208
804,3.7871244921
805,0.6986715361
806,2.9114147358
807,2.8471951401
808,2.72691791528149
809,1.4249050532
810,1.29198539024868
811,2.1739038271
812,3.38962963
813,2.6712488751
814,2.0482619836
815,1.5672750438
816,1.3670660455
817,2.6892699216
818,6.1462765453
819,2.5044492879
820,1.0828922738
821,0.8525335148
822,0.5698013152
823,1.7062914191
824,1.2363588389
825,1.5535584782
826,2.5438381376
827,1.3139307381
828,0.9871369756
829,0.5942413571
830,2.0934558168
831,8.3219494179
832,2.3391961871
833,1.927969499
834,1.8326285325
835,3.026099495
836,1.2471745561
837,0.902895016401197
838,1.4438896742
839,1.8219802407
840,1.1556059808
841,2.10631265788572
842,1.3271306677
843,3.130373342
844,1.82663204140862
845,3.5903382751
846,1.9291243946
847,1.4915742012985
848,5.6203703408
849,0.6784035603
850,2.990257263
851,1.8138004424
852,1.8645633145
853,3.4654705021
854,1.0301760603
855,0.853265423871151
856,1.4584964316
857,1.3552401516
858,1.2576281968
859,1.4870197756
860,0.9846793918
861,1.45480724468247
862,1.9976781176
863,1.9103827059
864,1.390792127
865,1.000964564
866,0.9112498208
867,1.685588151
868,2.1130444546
869,6.0183712595
870,1.6863824035
871,4.3330844367
872,9.1688661245
873,1.85617586317041
874,1.238689741
875,1.7873559274
876,1.2242595463
877,3.0951576056
878,1.4587900321
879,6.9663724183
880,0.9835418463
881,1.7892118162
882,1.8380161702
883,2.0485651804
884,0.9632465962
885,2.2211208873
886,1.8607564346
887,1.9700546486
888,3.4807255979
889,4.3453944994
890,1.9435870178
891,1.8408778396
892,0.9521981022
893,1.25305076575824
894,3.8012628111
895,2.0592384217
896,3.0469125038
897,3.932299509
898,1.5385999803
899,1.5935705343
900,2.69862059909628
901,1.2976745934
902,2.3565830049
903,0.9600185869
904,2.86336882236149
905,2.8344607269
906,0.9013566315
907,3.368279395
908,2.0652550967
909,2.179307384
910,0.7241441508
911,0.4985480066
912,1.3233656898
913,4.3436665204
914,0.8167214906
915,0.6938934098
916,3.9978985759
917,0.5601802233
918,5.0470907586
919,0.5987382774
920,1.0809394784859
921,3.2370131117
922,2.3664812981
923,2.1528116972
924,1.5277424653
925,0.6766115379
926,1.9053841254
927,3.3342624055
928,1.3663371768
929,3.6046866380014
930,0.832983074702154
931,1.3033258859
932,0.3637692816
933,2.3955837246
934,1.2199931392
935,2.6197298118
936,1.2426415409
937,2.6771454733
938,2.5566143287
939,1.4275791951
940,2.0667138756
941,2.181141946
942,3.6127893771
943,1.6387483218
944,1.615616842
945,1.3862586216
946,1.1838826614
947,1.0287774666
948,1.3605226705
949,3.1169506155
950,3.0914465454
951,1.1039323494
952,0.9682502635
953,1.1555301189
954,1.8764588872
955,3.9493272681
956,1.3830845963
957,2.4946393546
958,2.0541497888
959,2.5223572805
960,6.2436973949
961,2.2554832535
962,1.7204172444
963,2.1984258852
964,1.174272789
965,1.6391609944
966,2.1715184662
967,0.9951081227
968,3.1296557202
969,1.2586253951
970,2.8496981656
971,5.3784107039
972,1.6409282773
973,1.5618772004
974,2.697539433
975,1.4051473192
976,2.2858827406
977,0.8998017051
978,3.2707768014
979,1.4833463808
980,2.4777087504
981,2.3061288359
982,0.5279383587
983,2.9993756908
984,1.8920117235
985,3.7344609984
986,2.3496873733
987,1.3450257984
988,4.0476479738
989,0.5832358988
990,1.6980780064
991,1.4255954463
992,2.8703402079
993,2.4316797659
994,2.2496575494
995,2.5918752279
996,1.056828921
997,1.9108846251
998,1.0517348317
999,2.2480930133
1000,1.658655856
